order_id,customer_id,product_id,order_date,quantity,revenue,channel
O000130,C0233,P0001,2025-09-03,1,313.86,Paid
O000131,C0781,P0007,2025-09-03,3,185.94,Referral
O000132,C0314,P0009,2025-09-03,1,48.65,Paid
O000133,C0349,P0016,2025-09-03,1,29.82,Email
O000134,C0373,P0030,2025-09-03,3,48.03,Paid
O000135,C0730,P0029,2025-09-03,1,22.89,Organic
O000136,C0185,P0026,2025-09-03,1,17.86,Paid
O000137,C0798,P0026,2025-09-03,3,53.58,Paid
O000138,C0665,P0031,2025-09-03,2,59.7,Paid
O000139,C0147,P0040,2025-09-03,3,105.9,Paid
O000140,C0500,P0034,2025-09-03,1,93.55,Paid
O000141,C0344,P0034,2025-09-03,1,93.55,Paid
O000142,C0117,P0034,2025-09-03,3,280.65,Paid
O000143,C0716,P0038,2025-09-03,1,103.02,Paid
O000144,C0473,P0003,2025-09-04,2,195.94,Paid
O000145,C0473,P0005,2025-09-04,2,353.1,Paid
O000146,C0110,P0006,2025-09-04,3,477.6,Paid
O000147,C0455,P0004,2025-09-04,1,117.7,Email
O000148,C0223,P0002,2025-09-04,3,673.98,Paid
O000149,C0065,P0011,2025-09-04,3,131.46,Paid
O000150,C0013,P0009,2025-09-04,2,97.3,Paid
O000151,C0741,P0017,2025-09-04,1,123.38,Paid
O000152,C0731,P0028,2025-09-04,2,45.44,Email
O000153,C0678,P0028,2025-09-04,3,68.16,Paid
O000154,C0503,P0025,2025-09-04,1,46.06,Email
O000155,C0081,P0028,2025-09-04,3,68.16,Email
O000156,C0339,P0030,2025-09-04,1,16.01,Referral
O000157,C0519,P0028,2025-09-04,2,45.44,Paid
O000158,C0448,P0038,2025-09-04,1,103.02,Paid
O000159,C0193,P0037,2025-09-04,2,164.62,Paid
O000160,C0317,P0034,2025-09-04,2,187.1,Paid
O000161,C0764,P0016,2025-09-04,1,29.82,Paid
O000162,C0198,P0013,2025-09-04,1,43.26,Paid
O000163,C0376,P0021,2025-09-04,3,353.34,Organic
O000164,C0671,P0018,2025-09-04,1,86.71,Referral
O000165,C0591,P0035,2025-09-04,2,192.86,Email
O000166,C0116,P0039,2025-09-04,1,18.78,Organic
O000167,C0747,P0033,2025-09-04,2,167.96,Paid
O000168,C0044,P0013,2025-09-04,2,86.52,Paid
O000169,C0162,P0009,2025-09-04,2,97.3,Paid
O000170,C0638,P0012,2025-09-04,1,39.93,Email
O000171,C0162,P0021,2025-09-04,2,235.56,Email
O000172,C0720,P0018,2025-09-04,3,260.13,Email
O000173,C0393,P0019,2025-09-04,3,238.77,Organic
O000174,C0720,P0028,2025-09-04,1,22.72,Organic
O000175,C0464,P0038,2025-09-04,2,206.04,Organic
O000176,C0665,P0002,2025-09-04,3,673.98,Organic
O000177,C0645,P0002,2025-09-04,3,673.98,Paid
O000178,C0009,P0003,2025-09-04,2,195.94,Paid
O000179,C0039,P0004,2025-09-04,1,117.7,Paid
O000180,C0707,P0003,2025-09-04,2,195.94,Paid
O000181,C0664,P0016,2025-09-04,1,29.82,Paid
O000182,C0574,P0010,2025-09-04,3,109.59,Organic
O000183,C0416,P0012,2025-09-04,3,119.79,Organic
O000184,C0053,P0013,2025-09-04,3,129.78,Paid
O000185,C0258,P0016,2025-09-04,2,59.64,Paid
O000186,C0159,P0011,2025-09-04,3,131.46,Paid
O000187,C0310,P0018,2025-09-04,1,86.71,Paid
O000188,C0247,P0019,2025-09-04,3,238.77,Referral
O000189,C0416,P0017,2025-09-04,2,246.76,Organic
O000190,C0396,P0027,2025-09-04,3,134.88,Paid
O000191,C0740,P0038,2025-09-04,1,103.02,Email
O000192,C0222,P0005,2025-09-05,2,353.1,Paid
O000193,C0519,P0003,2025-09-05,1,97.97,Paid
O000194,C0259,P0016,2025-09-05,3,89.46,Paid
O000195,C0421,P0014,2025-09-05,2,122.86,Paid
O000196,C0435,P0009,2025-09-05,3,145.95,Paid
O000197,C0775,P0015,2025-09-05,1,52.3,Paid
O000198,C0559,P0014,2025-09-05,1,61.43,Paid
O000199,C0041,P0017,2025-09-05,3,370.14,Paid
O000200,C0583,P0019,2025-09-05,2,159.18,Paid
O000201,C0099,P0017,2025-09-05,1,123.38,Paid
O000202,C0222,P0025,2025-09-05,1,46.06,Paid
O000203,C0292,P0032,2025-09-05,1,10.99,Paid
O000204,C0074,P0025,2025-09-05,2,92.12,Paid
O000205,C0446,P0027,2025-09-05,2,89.92,Paid
O000206,C0064,P0025,2025-09-05,1,46.06,Paid
O000207,C0099,P0028,2025-09-05,2,45.44,Paid
O000208,C0024,P0033,2025-09-05,3,251.94,Paid
O000209,C0677,P0036,2025-09-05,2,57.06,Organic
O000210,C0549,P0034,2025-09-05,2,187.1,Organic
O000211,C0675,P0034,2025-09-05,2,187.1,Referral
O000212,C0231,P0005,2025-09-05,2,353.1,Paid
O000213,C0405,P0004,2025-09-05,1,117.7,Paid
O000214,C0415,P0010,2025-09-05,2,73.06,Paid
O000215,C0433,P0011,2025-09-05,1,43.82,Organic
O000216,C0635,P0013,2025-09-05,1,43.26,Paid
O000217,C0694,P0009,2025-09-05,3,145.95,Paid
O000218,C0126,P0015,2025-09-05,3,156.9,Paid
O000219,C0796,P0012,2025-09-05,3,119.79,Paid
O000220,C0747,P0016,2025-09-05,1,29.82,Paid
O000221,C0557,P0013,2025-09-05,3,129.78,Paid
O000222,C0699,P0020,2025-09-05,2,225.46,Organic
O000223,C0250,P0019,2025-09-05,1,79.59,Email
O000224,C0616,P0023,2025-09-05,1,125.46,Paid
O000225,C0494,P0031,2025-09-05,2,59.7,Paid
O000226,C0777,P0030,2025-09-05,3,48.03,Paid
O000227,C0672,P0031,2025-09-05,1,29.85,Paid
O000228,C0275,P0033,2025-09-05,2,167.96,Paid
O000229,C0033,P0040,2025-09-05,1,35.3,Paid
O000230,C0370,P0036,2025-09-05,2,57.06,Paid
O000231,C0639,P0033,2025-09-05,1,83.98,Paid
O000232,C0531,P0006,2025-09-05,2,318.4,Organic
O000233,C0523,P0001,2025-09-05,1,313.86,Paid
O000234,C0153,P0001,2025-09-05,1,313.86,Paid
O000235,C0256,P0011,2025-09-05,2,87.64,Organic
O000236,C0230,P0016,2025-09-05,2,59.64,Paid
O000237,C0480,P0013,2025-09-05,3,129.78,Paid
O000238,C0661,P0016,2025-09-05,1,29.82,Email
O000239,C0668,P0014,2025-09-05,2,122.86,Paid
O000240,C0577,P0015,2025-09-05,3,156.9,Organic
O000241,C0778,P0009,2025-09-05,2,97.3,Paid
O000242,C0456,P0024,2025-09-05,3,320.91,Paid
O000243,C0238,P0017,2025-09-05,2,246.76,Paid
O000244,C0136,P0025,2025-09-05,3,138.18,Paid
O000245,C0238,P0026,2025-09-05,3,53.58,Paid
O000246,C0300,P0025,2025-09-05,3,138.18,Paid
O000247,C0740,P0007,2025-09-05,2,123.96,Organic
O000248,C0609,P0007,2025-09-05,2,123.96,Organic
O000249,C0665,P0005,2025-09-05,3,529.65,Email
O000250,C0140,P0016,2025-09-05,1,29.82,Email
O000251,C0634,P0009,2025-09-05,1,48.65,Paid
O000252,C0185,P0010,2025-09-05,2,73.06,Paid
O000253,C0218,P0022,2025-09-05,1,130.38,Paid
O000254,C0062,P0029,2025-09-05,2,45.78,Paid
O000255,C0798,P0038,2025-09-05,2,206.04,Email
O000256,C0515,P0034,2025-09-05,1,93.55,Email
O000257,C0020,P0036,2025-09-05,3,85.59,Referral
O000258,C0741,P0003,2025-09-06,2,195.94,Paid
O000259,C0556,P0004,2025-09-06,3,353.1,Referral
O000260,C0299,P0009,2025-09-06,3,145.95,Organic
O000261,C0795,P0016,2025-09-06,2,59.64,Paid
O000262,C0255,P0011,2025-09-06,2,87.64,Paid
O000263,C0641,P0018,2025-09-06,3,260.13,Organic
O000264,C0587,P0022,2025-09-06,2,260.76,Paid
O000265,C0468,P0023,2025-09-06,3,376.38,Paid
O000266,C0165,P0028,2025-09-06,2,45.44,Paid
O000267,C0337,P0029,2025-09-06,1,22.89,Referral
O000268,C0731,P0025,2025-09-06,3,138.18,Paid
O000269,C0684,P0031,2025-09-06,2,59.7,Organic
O000270,C0587,P0036,2025-09-06,3,85.59,Paid
O000271,C0723,P0034,2025-09-06,1,93.55,Paid
O000272,C0434,P0039,2025-09-06,1,18.78,Paid
O000273,C0544,P0038,2025-09-06,1,103.02,Organic
O000274,C0546,P0006,2025-09-06,1,159.2,Paid
O000275,C0728,P0002,2025-09-06,3,673.98,Paid
O000276,C0198,P0003,2025-09-06,3,293.91,Paid
O000277,C0447,P0004,2025-09-06,1,117.7,Paid
O000278,C0546,P0003,2025-09-06,3,293.91,Paid
O000279,C0266,P0014,2025-09-06,1,61.43,Paid
O000280,C0330,P0011,2025-09-06,1,43.82,Paid
O000281,C0433,P0016,2025-09-06,1,29.82,Organic
O000282,C0739,P0014,2025-09-06,1,61.43,Email
O000283,C0552,P0021,2025-09-06,3,353.34,Organic
O000284,C0616,P0017,2025-09-06,2,246.76,Paid
O000285,C0208,P0019,2025-09-06,1,79.59,Paid
O000286,C0719,P0020,2025-09-06,1,112.73,Paid
O000287,C0672,P0021,2025-09-06,2,235.56,Paid
O000288,C0034,P0025,2025-09-06,1,46.06,Email
O000289,C0073,P0029,2025-09-06,1,22.89,Paid
O000290,C0226,P0028,2025-09-06,3,68.16,Paid
O000291,C0021,P0025,2025-09-06,2,92.12,Paid
O000292,C0672,P0028,2025-09-06,1,22.72,Organic
O000293,C0786,P0030,2025-09-06,1,16.01,Organic
O000294,C0420,P0035,2025-09-06,3,289.29,Paid
O000295,C0231,P0035,2025-09-06,2,192.86,Paid
O000296,C0490,P0040,2025-09-06,2,70.6,Paid
O000297,C0423,P0035,2025-09-06,2,192.86,Email
O000298,C0016,P0033,2025-09-06,1,83.98,Paid
O000299,C0036,P0003,2025-09-06,1,97.97,Paid
O000300,C0450,P0004,2025-09-06,3,353.1,Paid
O000301,C0669,P0002,2025-09-06,3,673.98,Paid
O000302,C0119,P0016,2025-09-06,1,29.82,Organic
O000303,C0767,P0018,2025-09-06,1,86.71,Paid
O000304,C0565,P0022,2025-09-06,1,130.38,Email
O000305,C0462,P0019,2025-09-06,1,79.59,Paid
O000306,C0704,P0026,2025-09-06,3,53.58,Paid
O000307,C0478,P0028,2025-09-06,3,68.16,Paid
O000308,C0497,P0027,2025-09-06,3,134.88,Paid
O000309,C0300,P0026,2025-09-06,3,53.58,Email
O000310,C0324,P0026,2025-09-06,3,53.58,Email
O000311,C0661,P0038,2025-09-06,2,206.04,Referral
O000312,C0572,P0035,2025-09-06,3,289.29,Paid
O000313,C0572,P0039,2025-09-06,2,37.56,Organic
O000314,C0032,P0037,2025-09-06,2,164.62,Paid
O000315,C0716,P0005,2025-09-06,3,529.65,Organic
O000316,C0582,P0007,2025-09-06,2,123.96,Paid
O000317,C0477,P0002,2025-09-06,1,224.66,Referral
O000318,C0430,P0005,2025-09-06,2,353.1,Paid
O000319,C0069,P0015,2025-09-06,2,104.6,Paid
O000320,C0688,P0010,2025-09-06,2,73.06,Paid
O000321,C0367,P0015,2025-09-06,3,156.9,Email
O000322,C0568,P0019,2025-09-06,1,79.59,Paid
O000323,C0407,P0020,2025-09-06,2,225.46,Paid
O000324,C0606,P0020,2025-09-06,1,112.73,Paid
O000325,C0306,P0032,2025-09-06,2,21.98,Paid
O000326,C0593,P0027,2025-09-06,3,134.88,Paid
O000327,C0441,P0033,2025-09-06,1,83.98,Paid
O000328,C0234,P0040,2025-09-06,2,70.6,Paid
O000329,C0428,P0036,2025-09-06,3,85.59,Email
O000330,C0401,P0034,2025-09-06,2,187.1,Paid
O000331,C0520,P0038,2025-09-06,1,103.02,Paid
O000332,C0589,P0004,2025-09-07,3,353.1,Paid
O000333,C0064,P0011,2025-09-07,2,87.64,Paid
O000334,C0223,P0014,2025-09-07,1,61.43,Paid
O000335,C0064,P0020,2025-09-07,1,112.73,Paid
O000336,C0503,P0022,2025-09-07,2,260.76,Referral
O000337,C0675,P0028,2025-09-07,1,22.72,Email
O000338,C0435,P0028,2025-09-07,2,45.44,Paid
O000339,C0337,P0033,2025-09-07,3,251.94,Paid
O000340,C0198,P0004,2025-09-07,1,117.7,Paid
O000341,C0240,P0001,2025-09-07,1,313.86,Paid
O000342,C0773,P0010,2025-09-07,2,73.06,Paid
O000343,C0003,P0010,2025-09-07,1,36.53,Paid
O000344,C0680,P0011,2025-09-07,1,43.82,Organic
O000345,C0302,P0011,2025-09-07,1,43.82,Paid
O000346,C0231,P0009,2025-09-07,3,145.95,Paid
O000347,C0240,P0021,2025-09-07,3,353.34,Paid
O000348,C0756,P0024,2025-09-07,1,106.97,Paid
O000349,C0231,P0019,2025-09-07,2,159.18,Paid
O000350,C0190,P0021,2025-09-07,3,353.34,Email
O000351,C0128,P0030,2025-09-07,1,16.01,Paid
O000352,C0028,P0025,2025-09-07,2,92.12,Paid
O000353,C0642,P0030,2025-09-07,3,48.03,Paid
O000354,C0276,P0033,2025-09-07,3,251.94,Referral
O000355,C0537,P0038,2025-09-07,3,309.06,Organic
O000356,C0283,P0034,2025-09-07,2,187.1,Paid
O000357,C0591,P0040,2025-09-07,3,105.9,Paid
O000358,C0304,P0040,2025-09-07,2,70.6,Organic
O000359,C0671,P0033,2025-09-07,3,251.94,Paid
O000360,C0320,P0038,2025-09-07,3,309.06,Paid
O000361,C0602,P0039,2025-09-07,2,37.56,Paid
O000362,C0208,P0038,2025-09-07,3,309.06,Organic
O000363,C0661,P0006,2025-09-07,3,477.6,Email
O000364,C0172,P0003,2025-09-07,1,97.97,Organic
O000365,C0689,P0007,2025-09-07,1,61.98,Organic
O000366,C0695,P0013,2025-09-07,2,86.52,Paid
O000367,C0334,P0024,2025-09-07,2,213.94,Email
O000368,C0112,P0032,2025-09-07,3,32.97,Paid
O000369,C0450,P0028,2025-09-07,3,68.16,Paid
O000370,C0114,P0037,2025-09-07,1,82.31,Email
O000371,C0611,P0039,2025-09-07,1,18.78,Paid
O000372,C0413,P0039,2025-09-07,1,18.78,Email
O000373,C0119,P0040,2025-09-07,3,105.9,Paid
O000374,C0428,P0011,2025-09-07,3,131.46,Paid
O000375,C0564,P0010,2025-09-07,3,109.59,Paid
O000376,C0560,P0015,2025-09-07,3,156.9,Paid
O000377,C0068,P0009,2025-09-07,3,145.95,Referral
O000378,C0147,P0010,2025-09-07,2,73.06,Paid
O000379,C0187,P0023,2025-09-07,1,125.46,Organic
O000380,C0233,P0020,2025-09-07,2,225.46,Paid
O000381,C0603,P0019,2025-09-07,3,238.77,Organic
O000382,C0492,P0023,2025-09-07,2,250.92,Paid
O000383,C0608,P0025,2025-09-07,2,92.12,Paid
O000384,C0469,P0028,2025-09-07,1,22.72,Referral
O000385,C0407,P0037,2025-09-07,2,164.62,Organic
O000386,C0679,P0003,2025-09-08,3,293.91,Referral
O000387,C0505,P0008,2025-09-08,3,558.9,Paid
O000388,C0679,P0011,2025-09-08,2,87.64,Paid
O000389,C0293,P0010,2025-09-08,2,73.06,Email
O000390,C0325,P0015,2025-09-08,1,52.3,Email
O000391,C0325,P0018,2025-09-08,2,173.42,Organic
O000392,C0175,P0032,2025-09-08,2,21.98,Paid
O000393,C0355,P0028,2025-09-08,2,45.44,Paid
O000394,C0341,P0029,2025-09-08,2,45.78,Paid
O000395,C0621,P0025,2025-09-08,3,138.18,Organic
O000396,C0559,P0035,2025-09-08,2,192.86,Paid
O000397,C0510,P0007,2025-09-08,2,123.96,Paid
O000398,C0266,P0006,2025-09-08,2,318.4,Paid
O000399,C0701,P0011,2025-09-08,3,131.46,Paid
O000400,C0079,P0018,2025-09-08,3,260.13,Paid
O000401,C0552,P0023,2025-09-08,3,376.38,Paid
O000402,C0267,P0018,2025-09-08,1,86.71,Paid
O000403,C0342,P0025,2025-09-08,1,46.06,Email
O000404,C0329,P0035,2025-09-08,3,289.29,Organic
O000405,C0719,P0035,2025-09-08,1,96.43,Email
O000406,C0003,P0034,2025-09-08,3,280.65,Paid
O000407,C0758,P0034,2025-09-08,3,280.65,Paid
O000408,C0644,P0035,2025-09-08,2,192.86,Paid
O000409,C0758,P0033,2025-09-08,2,167.96,Paid
O000410,C0721,P0038,2025-09-08,1,103.02,Paid
O000411,C0432,P0004,2025-09-08,1,117.7,Paid
O000412,C0497,P0003,2025-09-08,1,97.97,Paid
O000413,C0413,P0012,2025-09-08,1,39.93,Paid
O000414,C0567,P0013,2025-09-08,2,86.52,Paid
O000415,C0668,P0016,2025-09-08,2,59.64,Paid
O000416,C0148,P0021,2025-09-08,3,353.34,Paid
O000417,C0400,P0019,2025-09-08,1,79.59,Paid
O000418,C0704,P0021,2025-09-08,3,353.34,Paid
O000419,C0778,P0020,2025-09-08,2,225.46,Referral
O000420,C0031,P0026,2025-09-08,3,53.58,Paid
O000421,C0514,P0032,2025-09-08,1,10.99,Organic
O000422,C0225,P0027,2025-09-08,2,89.92,Paid
O000423,C0565,P0025,2025-09-08,3,138.18,Paid
O000424,C0496,P0026,2025-09-08,3,53.58,Paid
O000425,C0563,P0003,2025-09-08,1,97.97,Paid
O000426,C0068,P0005,2025-09-08,2,353.1,Paid
O000427,C0716,P0006,2025-09-08,2,318.4,Paid
O000428,C0515,P0019,2025-09-08,2,159.18,Paid
O000429,C0487,P0019,2025-09-08,1,79.59,Paid
O000430,C0606,P0025,2025-09-08,2,92.12,Paid
O000431,C0029,P0029,2025-09-08,1,22.89,Paid
O000432,C0397,P0038,2025-09-08,3,309.06,Paid
O000433,C0603,P0036,2025-09-08,1,28.53,Paid
O000434,C0258,P0036,2025-09-08,3,85.59,Email
O000435,C0492,P0033,2025-09-08,2,167.96,Paid
O000436,C0029,P0036,2025-09-08,1,28.53,Paid
O000437,C0098,P0003,2025-09-09,1,97.97,Paid
O000438,C0662,P0007,2025-09-09,2,123.96,Paid
O000439,C0618,P0009,2025-09-09,2,97.3,Paid
O000440,C0503,P0014,2025-09-09,3,184.29,Paid
O000441,C0027,P0017,2025-09-09,3,370.14,Organic
O000442,C0618,P0017,2025-09-09,1,123.38,Paid
O000443,C0795,P0027,2025-09-09,2,89.92,Paid
O000444,C0482,P0028,2025-09-09,1,22.72,Referral
O000445,C0724,P0033,2025-09-09,3,251.94,Email
O000446,C0065,P0037,2025-09-09,2,164.62,Paid
O000447,C0777,P0003,2025-09-09,3,293.91,Paid
O000448,C0652,P0016,2025-09-09,3,89.46,Paid
O000449,C0747,P0022,2025-09-09,2,260.76,Paid
O000450,C0552,P0020,2025-09-09,1,112.73,Paid
O000451,C0261,P0032,2025-09-09,3,32.97,Paid
O000452,C0137,P0028,2025-09-09,1,22.72,Paid
O000453,C0739,P0028,2025-09-09,2,45.44,Paid
O000454,C0758,P0028,2025-09-09,3,68.16,Referral
O000455,C0116,P0026,2025-09-09,2,35.72,Paid
O000456,C0274,P0037,2025-09-09,3,246.93,Email
O000457,C0137,P0040,2025-09-09,1,35.3,Paid
O000458,C0765,P0007,2025-09-09,3,185.94,Paid
O000459,C0360,P0008,2025-09-09,1,186.3,Referral
O000460,C0031,P0003,2025-09-09,1,97.97,Organic
O000461,C0661,P0002,2025-09-09,2,449.32,Paid
O000462,C0480,P0021,2025-09-09,3,353.34,Paid
O000463,C0136,P0024,2025-09-09,2,213.94,Paid
O000464,C0238,P0027,2025-09-09,1,44.96,Paid
O000465,C0192,P0036,2025-09-09,2,57.06,Email
O000466,C0703,P0005,2025-09-09,1,176.55,Paid
O000467,C0140,P0010,2025-09-09,3,109.59,Paid
O000468,C0542,P0017,2025-09-09,1,123.38,Paid
O000469,C0005,P0020,2025-09-09,2,225.46,Paid
O000470,C0104,P0021,2025-09-09,1,117.78,Paid
O000471,C0174,P0030,2025-09-09,3,48.03,Paid
O000472,C0707,P0028,2025-09-09,3,68.16,Paid
O000473,C0776,P0028,2025-09-09,2,45.44,Paid
O000474,C0655,P0026,2025-09-09,1,17.86,Paid
O000475,C0117,P0033,2025-09-09,2,167.96,Email
O000476,C0035,P0040,2025-09-09,1,35.3,Paid
O000477,C0482,P0014,2025-09-10,3,184.29,Paid
O000478,C0788,P0017,2025-09-10,1,123.38,Paid
O000479,C0742,P0036,2025-09-10,2,57.06,Paid
O000480,C0250,P0008,2025-09-10,2,372.6,Organic
O000481,C0719,P0005,2025-09-10,3,529.65,Paid
O000482,C0003,P0002,2025-09-10,1,224.66,Email
