date,channel,region,spend,impressions
2025-09-07,Organic,North,0.0,493
2025-09-07,Paid,North,843.56,7945
2025-09-07,Email,North,169.39,1585
2025-09-07,Referral,North,90.02,862
2025-09-07,Organic,South,0.0,386
2025-09-07,Paid,South,918.71,8639
2025-09-07,Email,South,163.99,1542
2025-09-07,Referral,South,100.02,982
2025-09-07,Organic,East,0.0,287
2025-09-07,Paid,East,718.72,6322
2025-09-07,Email,East,142.98,1509
2025-09-07,Referral,East,90.17,769
2025-09-07,Organic,West,0.0,216
2025-09-07,Paid,West,767.42,8502
2025-09-07,Email,West,143.82,1545
2025-09-07,Referral,West,109.58,1229
2025-09-08,Organic,North,0.0,430
2025-09-08,Paid,North,821.08,7725
2025-09-08,Email,North,164.21,1323
2025-09-08,Referral,North,87.85,872
2025-09-08,Organic,South,0.0,261
2025-09-08,Paid,South,842.23,8804
2025-09-08,Email,South,141.66,1603
2025-09-08,Referral,South,87.78,1021
2025-09-08,Organic,East,0.0,453
2025-09-08,Paid,East,732.85,8791
2025-09-08,Email,East,145.8,1463
2025-09-08,Referral,East,90.73,836
2025-09-08,Organic,West,0.0,457
2025-09-08,Paid,West,850.2,8279
2025-09-08,Email,West,145.48,1239
2025-09-08,Referral,West,89.55,1066
2025-09-09,Organic,North,0.0,361
2025-09-09,Paid,North,855.91,7447
2025-09-09,Email,North,166.21,1867
2025-09-09,Referral,North,101.17,1024
2025-09-09,Organic,South,0.0,358
2025-09-09,Paid,South,901.78,10017
2025-09-09,Email,South,145.43,1272
2025-09-09,Referral,South,100.65,993
2025-09-09,Organic,East,0.0,287
2025-09-09,Paid,East,868.39,8941
2025-09-09,Email,East,166.71,1592
2025-09-09,Referral,East,86.51,1032
2025-09-09,Organic,West,0.0,328
2025-09-09,Paid,West,701.23,7955
2025-09-09,Email,West,142.43,1211
2025-09-09,Referral,West,98.36,1034
2025-09-10,Organic,North,0.0,206
2025-09-10,Paid,North,701.26,7205
2025-09-10,Email,North,132.66,1160
2025-09-10,Referral,North,88.77,962
2025-09-10,Organic,South,0.0,237
2025-09-10,Paid,South,711.47,8459
2025-09-10,Email,South,158.59,1467
2025-09-10,Referral,South,91.59,771
2025-09-10,Organic,East,0.0,211
2025-09-10,Paid,East,704.75,7346
2025-09-10,Email,East,136.66,1313
2025-09-10,Referral,East,86.07,729
2025-09-10,Organic,West,0.0,252
2025-09-10,Paid,West,850.67,10195
2025-09-10,Email,West,130.74,1499
2025-09-10,Referral,West,92.42,882
2025-09-11,Organic,North,0.0,313
2025-09-11,Paid,North,720.12,8287
2025-09-11,Email,North,160.32,1840
2025-09-11,Referral,North,111.99,1311
2025-09-11,Organic,South,0.0,279
2025-09-11,Paid,South,862.52,10073
2025-09-11,Email,South,154.52,1521
2025-09-11,Referral,South,114.57,1213
2025-09-11,Organic,East,0.0,496
2025-09-11,Paid,East,838.43,8517
2025-09-11,Email,East,130.83,1351
2025-09-11,Referral,East,86.74,980
2025-09-11,Organic,West,0.0,382
2025-09-11,Paid,West,718.7,6830
2025-09-11,Email,West,160.56,1832
2025-09-11,Referral,West,100.96,969
2025-09-12,Organic,North,0.0,325
2025-09-12,Paid,North,756.78,7823
2025-09-12,Email,North,130.86,1224
2025-09-12,Referral,North,87.63,811
2025-09-12,Organic,South,0.0,201
2025-09-12,Paid,South,784.04,7603
2025-09-12,Email,South,165.29,1675
2025-09-12,Referral,South,104.53,884
2025-09-12,Organic,East,0.0,387
2025-09-12,Paid,East,695.01,7602
2025-09-12,Email,East,166.73,1522
2025-09-12,Referral,East,106.79,906
2025-09-12,Organic,West,0.0,474
2025-09-12,Paid,West,690.6,7809
2025-09-12,Email,West,136.32,1602
2025-09-12,Referral,West,91.66,798
2025-09-13,Organic,North,0.0,312
2025-09-13,Paid,North,874.28,8950
2025-09-13,Email,North,157.17,1451
2025-09-13,Referral,North,90.03,927
2025-09-13,Organic,South,0.0,271
2025-09-13,Paid,South,732.92,5970
2025-09-13,Email,South,146.11,1238
2025-09-13,Referral,South,102.9,935
2025-09-13,Organic,East,0.0,344
2025-09-13,Paid,East,696.17,5598
2025-09-13,Email,East,128.07,1315
2025-09-13,Referral,East,106.28,1015
2025-09-13,Organic,West,0.0,402
2025-09-13,Paid,West,862.12,8668
2025-09-13,Email,West,131.56,1470
2025-09-13,Referral,West,114.15,1320
2025-09-14,Organic,North,0.0,306
2025-09-14,Paid,North,712.84,6610
2025-09-14,Email,North,128.78,1226
2025-09-14,Referral,North,111.06,1309
2025-09-14,Organic,South,0.0,459
2025-09-14,Paid,South,883.94,8023
2025-09-14,Email,South,156.72,1425
2025-09-14,Referral,South,102.2,1115
2025-09-14,Organic,East,0.0,442
2025-09-14,Paid,East,799.96,8573
2025-09-14,Email,East,141.33,1559
2025-09-14,Referral,East,103.15,1055
2025-09-14,Organic,West,0.0,357
2025-09-14,Paid,West,788.14,6797
2025-09-14,Email,West,162.69,1688
2025-09-14,Referral,West,90.76,819
2025-09-15,Organic,North,0.0,446
2025-09-15,Paid,North,837.62,6863
2025-09-15,Email,North,153.35,1608
2025-09-15,Referral,North,111.03,1107
2025-09-15,Organic,South,0.0,466
2025-09-15,Paid,South,792.08,8299
2025-09-15,Email,South,164.75,1318
2025-09-15,Referral,South,86.22,712
2025-09-15,Organic,East,0.0,345
2025-09-15,Paid,East,684.56,5532
2025-09-15,Email,East,164.63,1380
2025-09-15,Referral,East,97.61,1058
2025-09-15,Organic,West,0.0,470
2025-09-15,Paid,West,830.99,7032
2025-09-15,Email,West,152.23,1760
2025-09-15,Referral,West,100.89,808
2025-09-16,Organic,North,0.0,315
2025-09-16,Paid,North,720.36,7843
2025-09-16,Email,North,151.22,1440
2025-09-16,Referral,North,100.1,875
2025-09-16,Organic,South,0.0,342
2025-09-16,Paid,South,879.33,7868
2025-09-16,Email,South,161.43,1798
2025-09-16,Referral,South,93.22,766
2025-09-16,Organic,East,0.0,401
2025-09-16,Paid,East,794.32,6855
2025-09-16,Email,East,144.59,1711
2025-09-16,Referral,East,107.46,1287
2025-09-16,Organic,West,0.0,357
2025-09-16,Paid,West,721.35,7412
2025-09-16,Email,West,147.23,1368
2025-09-16,Referral,West,86.9,1041
2025-09-17,Organic,North,0.0,296
2025-09-17,Paid,North,808.27,7434
2025-09-17,Email,North,144.45,1500
2025-09-17,Referral,North,101.98,1051
2025-09-17,Organic,South,0.0,372
2025-09-17,Paid,South,707.75,7717
2025-09-17,Email,South,140.36,1648
2025-09-17,Referral,South,89.99,723
2025-09-17,Organic,East,0.0,320
2025-09-17,Paid,East,878.93,10284
2025-09-17,Email,East,149.52,1433
2025-09-17,Referral,East,89.73,1031
2025-09-17,Organic,West,0.0,366
2025-09-17,Paid,West,868.62,7176
2025-09-17,Email,West,170.07,1797
2025-09-17,Referral,West,110.95,940
2025-09-18,Organic,North,0.0,298
2025-09-18,Paid,North,705.31,6180
2025-09-18,Email,North,141.1,1559
2025-09-18,Referral,North,104.7,1051
2025-09-18,Organic,South,0.0,322
2025-09-18,Paid,South,778.41,9336
2025-09-18,Email,South,135.18,1098
2025-09-18,Referral,South,98.72,881
2025-09-18,Organic,East,0.0,347
2025-09-18,Paid,East,807.59,8627
2025-09-18,Email,East,145.43,1476
2025-09-18,Referral,East,97.35,881
2025-09-18,Organic,West,0.0,328
2025-09-18,Paid,West,827.72,6782
2025-09-18,Email,West,160.53,1475
2025-09-18,Referral,West,113.32,1001
2025-09-19,Organic,North,0.0,305
2025-09-19,Paid,North,729.15,7133
2025-09-19,Email,North,154.84,1290
2025-09-19,Referral,North,101.92,1065
2025-09-19,Organic,South,0.0,449
2025-09-19,Paid,South,876.41,7507
2025-09-19,Email,South,154.47,1376
2025-09-19,Referral,South,112.73,1177
2025-09-19,Organic,East,0.0,424
2025-09-19,Paid,East,915.6,7463
2025-09-19,Email,East,130.98,1100
2025-09-19,Referral,East,97.31,1051
2025-09-19,Organic,West,0.0,480
2025-09-19,Paid,West,821.72,8649
2025-09-19,Email,West,134.36,1420
2025-09-19,Referral,West,91.47,835
2025-09-20,Organic,North,0.0,335
2025-09-20,Paid,North,732.27,6574
2025-09-20,Email,North,164.08,1394
2025-09-20,Referral,North,85.31,914
2025-09-20,Organic,South,0.0,245
2025-09-20,Paid,South,854.09,7053
2025-09-20,Email,South,150.47,1549
2025-09-20,Referral,South,101.34,811
2025-09-20,Organic,East,0.0,300
2025-09-20,Paid,East,696.74,5984
2025-09-20,Email,East,172.16,1991
2025-09-20,Referral,East,96.77,927
2025-09-20,Organic,West,0.0,312
2025-09-20,Paid,West,906.86,9383
2025-09-20,Email,West,148.95,1536
2025-09-20,Referral,West,88.46,821
2025-09-21,Organic,North,0.0,345
2025-09-21,Paid,North,892.5,8971
2025-09-21,Email,North,172.33,1418
2025-09-21,Referral,North,107.19,925
2025-09-21,Organic,South,0.0,392
2025-09-21,Paid,South,824.06,8677
2025-09-21,Email,South,164.58,1633
2025-09-21,Referral,South,93.11,1110
2025-09-21,Organic,East,0.0,280
2025-09-21,Paid,East,854.34,9450
2025-09-21,Email,East,166.29,1915
2025-09-21,Referral,East,98.36,1012
2025-09-21,Organic,West,0.0,241
2025-09-21,Paid,West,733.63,7546
2025-09-21,Email,West,146.29,1294
2025-09-21,Referral,West,89.8,947
2025-09-22,Organic,North,0.0,443
2025-09-22,Paid,North,870.45,8292
2025-09-22,Email,North,150.18,1682
2025-09-22,Referral,North,88.03,983
2025-09-22,Organic,South,0.0,492
2025-09-22,Paid,South,722.0,6169
2025-09-22,Email,South,163.54,1601
2025-09-22,Referral,South,101.84,1022
2025-09-22,Organic,East,0.0,258
2025-09-22,Paid,East,691.79,6880
2025-09-22,Email,East,131.12,1154
2025-09-22,Referral,East,94.32,889
2025-09-22,Organic,West,0.0,428
2025-09-22,Paid,West,758.84,8606
2025-09-22,Email,West,149.96,1281
2025-09-22,Referral,West,85.3,929
2025-09-23,Organic,North,0.0,201
2025-09-23,Paid,North,733.42,6474
2025-09-23,Email,North,152.11,1457
2025-09-23,Referral,North,89.57,899
2025-09-23,Organic,South,0.0,218
2025-09-23,Paid,South,691.2,5552
2025-09-23,Email,South,160.33,1442
2025-09-23,Referral,South,105.34,893
2025-09-23,Organic,East,0.0,405
2025-09-23,Paid,East,757.12,8607
2025-09-23,Email,East,166.27,1396
2025-09-23,Referral,East,100.15,1172
2025-09-23,Organic,West,0.0,483
2025-09-23,Paid,West,873.48,8068
2025-09-23,Email,West,171.18,1847
2025-09-23,Referral,West,99.61,1039
2025-09-24,Organic,North,0.0,453
2025-09-24,Paid,North,694.93,5794
2025-09-24,Email,North,164.95,1735
2025-09-24,Referral,North,101.93,1181
2025-09-24,Organic,South,0.0,243
2025-09-24,Paid,South,755.8,6826
2025-09-24,Email,South,128.02,1230
2025-09-24,Referral,South,92.24,751
2025-09-24,Organic,East,0.0,439
2025-09-24,Paid,East,850.69,8437
2025-09-24,Email,East,151.39,1733
2025-09-24,Referral,East,107.17,1265
2025-09-24,Organic,West,0.0,229
2025-09-24,Paid,West,849.09,7879
2025-09-24,Email,West,154.41,1447
2025-09-24,Referral,West,104.48,1108
2025-09-25,Organic,North,0.0,366
2025-09-25,Paid,North,803.03,8373
2025-09-25,Email,North,154.04,1670
2025-09-25,Referral,North,87.48,751
2025-09-25,Organic,South,0.0,485
2025-09-25,Paid,South,700.04,7777
2025-09-25,Email,South,167.94,1687
2025-09-25,Referral,South,110.61,890
2025-09-25,Organic,East,0.0,286
2025-09-25,Paid,East,847.34,7074
2025-09-25,Email,East,159.18,1484
2025-09-25,Referral,East,89.77,1075
2025-09-25,Organic,West,0.0,499
2025-09-25,Paid,West,682.11,7212
2025-09-25,Email,West,130.4,1220
2025-09-25,Referral,West,88.15,1012
2025-09-26,Organic,North,0.0,219
2025-09-26,Paid,North,804.41,7686
2025-09-26,Email,North,157.5,1319
2025-09-26,Referral,North,109.45,1133
2025-09-26,Organic,South,0.0,362
2025-09-26,Paid,South,919.4,9551
2025-09-26,Email,South,143.6,1470
2025-09-26,Referral,South,110.14,1042
2025-09-26,Organic,East,0.0,405
2025-09-26,Paid,East,711.85,5757
2025-09-26,Email,East,149.39,1578
2025-09-26,Referral,East,110.18,954
2025-09-26,Organic,West,0.0,251
2025-09-26,Paid,West,798.22,7546
2025-09-26,Email,West,129.52,1433
2025-09-26,Referral,West,85.36,977
2025-09-27,Organic,North,0.0,317
2025-09-27,Paid,North,705.49,6167
2025-09-27,Email,North,163.98,1410
2025-09-27,Referral,North,101.25,1170
2025-09-27,Organic,South,0.0,397
2025-09-27,Paid,South,820.21,8465
2025-09-27,Email,South,128.37,1450
2025-09-27,Referral,South,112.74,1134
2025-09-27,Organic,East,0.0,435
2025-09-27,Paid,East,857.74,9198
2025-09-27,Email,East,163.62,1345
2025-09-27,Referral,East,96.81,847
2025-09-27,Organic,West,0.0,336
2025-09-27,Paid,West,805.86,8859
2025-09-27,Email,West,161.03,1434
2025-09-27,Referral,West,103.34,854
2025-09-28,Organic,North,0.0,332
2025-09-28,Paid,North,706.56,5829
2025-09-28,Email,North,151.46,1253
2025-09-28,Referral,North,107.59,867
2025-09-28,Organic,South,0.0,229
2025-09-28,Paid,South,693.75,6551
2025-09-28,Email,South,148.0,1601
2025-09-28,Referral,South,109.02,1040
2025-09-28,Organic,East,0.0,387
2025-09-28,Paid,East,800.58,6729
2025-09-28,Email,East,165.8,1608
2025-09-28,Referral,East,110.06,1258
2025-09-28,Organic,West,0.0,261
2025-09-28,Paid,West,772.09,8492
2025-09-28,Email,West,159.43,1511
2025-09-28,Referral,West,100.39,846
2025-09-29,Organic,North,0.0,261
2025-09-29,Paid,North,867.7,7826
2025-09-29,Email,North,168.33,1673
2025-09-29,Referral,North,100.33,946
2025-09-29,Organic,South,0.0,461
2025-09-29,Paid,South,695.02,6885
2025-09-29,Email,South,141.81,1668
2025-09-29,Referral,South,85.84,947
2025-09-29,Organic,East,0.0,370
2025-09-29,Paid,East,798.93,6724
2025-09-29,Email,East,142.23,1348
2025-09-29,Referral,East,89.47,844
2025-09-29,Organic,West,0.0,413
2025-09-29,Paid,West,691.3,5839
2025-09-29,Email,West,152.02,1734
2025-09-29,Referral,West,104.52,983
2025-09-30,Organic,North,0.0,216
2025-09-30,Paid,North,726.15,6398
2025-09-30,Email,North,163.17,1737
2025-09-30,Referral,North,105.91,1067
2025-09-30,Organic,South,0.0,230
2025-09-30,Paid,South,902.56,8657
2025-09-30,Email,South,171.81,2046
2025-09-30,Referral,South,104.91,1193
2025-09-30,Organic,East,0.0,274
2025-09-30,Paid,East,841.18,8314
2025-09-30,Email,East,136.59,1575
2025-09-30,Referral,East,104.42,903
2025-09-30,Organic,West,0.0,371
2025-09-30,Paid,West,712.86,7694
2025-09-30,Email,West,159.82,1567
2025-09-30,Referral,West,113.21,1106
2025-10-01,Organic,North,0.0,497
2025-10-01,Paid,North,903.26,8993
2025-10-01,Email,North,147.49,1584
2025-10-01,Referral,North,101.58,1174
2025-10-01,Organic,South,0.0,258
2025-10-01,Paid,South,790.52,8195
2025-10-01,Email,South,162.71,1583
2025-10-01,Referral,South,106.92,1039
2025-10-01,Organic,East,0.0,417
2025-10-01,Paid,East,805.7,8989
2025-10-01,Email,East,146.4,1397
2025-10-01,Referral,East,96.76,825
2025-10-01,Organic,West,0.0,447
2025-10-01,Paid,West,838.98,8834
2025-10-01,Email,West,142.71,1189
2025-10-01,Referral,West,96.43,926
2025-10-02,Organic,North,0.0,467
2025-10-02,Paid,North,800.82,6789
2025-10-02,Email,North,135.83,1274
2025-10-02,Referral,North,99.14,1114
2025-10-02,Organic,South,0.0,213
2025-10-02,Paid,South,823.85,8091
2025-10-02,Email,South,138.3,1402
2025-10-02,Referral,South,87.84,1011
2025-10-02,Organic,East,0.0,312
2025-10-02,Paid,East,872.13,8244
2025-10-02,Email,East,157.9,1709
2025-10-02,Referral,East,113.81,1328
2025-10-02,Organic,West,0.0,393
2025-10-02,Paid,West,831.81,6902
2025-10-02,Email,West,128.49,1120
2025-10-02,Referral,West,85.3,731
2025-10-03,Organic,North,0.0,472
2025-10-03,Paid,North,706.62,6470
2025-10-03,Email,North,138.36,1253
2025-10-03,Referral,North,111.74,1119
2025-10-03,Organic,South,0.0,470
2025-10-03,Paid,South,802.93,9040
2025-10-03,Email,South,163.52,1594
2025-10-03,Referral,South,97.71,1132
2025-10-03,Organic,East,0.0,470
2025-10-03,Paid,East,705.2,8428
2025-10-03,Email,East,169.68,1528
2025-10-03,Referral,East,99.62,992
2025-10-03,Organic,West,0.0,386
2025-10-03,Paid,West,740.81,8485
2025-10-03,Email,West,128.67,1152
2025-10-03,Referral,West,102.77,1145
2025-10-04,Organic,North,0.0,292
2025-10-04,Paid,North,785.72,8288
2025-10-04,Email,North,148.0,1736
2025-10-04,Referral,North,96.19,1125
2025-10-04,Organic,South,0.0,489
2025-10-04,Paid,South,887.44,9945
2025-10-04,Email,South,146.25,1326
2025-10-04,Referral,South,96.03,1091
2025-10-04,Organic,East,0.0,317
2025-10-04,Paid,East,781.54,7778
2025-10-04,Email,East,159.64,1446
2025-10-04,Referral,East,109.88,1039
2025-10-04,Organic,West,0.0,239
2025-10-04,Paid,West,685.6,5996
2025-10-04,Email,West,135.89,1600
2025-10-04,Referral,West,114.85,1264
2025-10-05,Organic,North,0.0,479
2025-10-05,Paid,North,793.4,6514
2025-10-05,Email,North,145.41,1708
2025-10-05,Referral,North,87.81,895
2025-10-05,Organic,South,0.0,295
2025-10-05,Paid,South,690.16,6955
2025-10-05,Email,South,144.4,1227
2025-10-05,Referral,South,107.91,1060
2025-10-05,Organic,East,0.0,237
2025-10-05,Paid,East,905.61,7813
2025-10-05,Email,East,134.69,1391
2025-10-05,Referral,East,101.76,900
2025-10-05,Organic,West,0.0,330
2025-10-05,Paid,West,752.93,7825
2025-10-05,Email,West,153.65,1665
2025-10-05,Referral,West,112.6,1162
2025-10-06,Organic,North,0.0,293
2025-10-06,Paid,North,682.92,6600
2025-10-06,Email,North,172.42,1726
2025-10-06,Referral,North,91.78,792
2025-10-06,Organic,South,0.0,489
2025-10-06,Paid,South,739.58,6612
2025-10-06,Email,South,159.33,1780
2025-10-06,Referral,South,103.89,965
2025-10-06,Organic,East,0.0,269
2025-10-06,Paid,East,817.63,9799
2025-10-06,Email,East,155.8,1758
2025-10-06,Referral,East,92.07,994
2025-10-06,Organic,West,0.0,225
2025-10-06,Paid,West,680.43,5554
2025-10-06,Email,West,151.57,1359
2025-10-06,Referral,West,96.53,998
2025-10-07,Organic,North,0.0,438
2025-10-07,Paid,North,829.82,8192
2025-10-07,Email,North,128.07,1304
2025-10-07,Referral,North,105.49,1182
2025-10-07,Organic,South,0.0,453
2025-10-07,Paid,South,748.13,7213
2025-10-07,Email,South,155.84,1646
2025-10-07,Referral,South,91.04,813
2025-10-07,Organic,East,0.0,391
2025-10-07,Paid,East,721.24,6465
2025-10-07,Email,East,136.2,1287
2025-10-07,Referral,East,114.56,1118
2025-10-07,Organic,West,0.0,390
2025-10-07,Paid,West,783.07,7803
2025-10-07,Email,West,150.14,1747
2025-10-07,Referral,West,93.61,859
2025-10-08,Organic,North,0.0,492
2025-10-08,Paid,North,788.04,8703
2025-10-08,Email,North,130.83,1190
2025-10-08,Referral,North,104.78,1223
2025-10-08,Organic,South,0.0,421
2025-10-08,Paid,South,699.64,7821
2025-10-08,Email,South,141.61,1584
2025-10-08,Referral,South,90.18,844
2025-10-08,Organic,East,0.0,473
2025-10-08,Paid,East,868.83,9955
2025-10-08,Email,East,135.47,1343
2025-10-08,Referral,East,110.96,1045
2025-10-08,Organic,West,0.0,283
2025-10-08,Paid,West,747.57,6873
2025-10-08,Email,West,161.37,1816
2025-10-08,Referral,West,88.89,832
2025-10-09,Organic,North,0.0,238
2025-10-09,Paid,North,718.17,7025
2025-10-09,Email,North,127.52,1471
2025-10-09,Referral,North,97.56,1055
2025-10-09,Organic,South,0.0,444
2025-10-09,Paid,South,749.02,8019
2025-10-09,Email,South,163.76,1916
2025-10-09,Referral,South,114.31,999
2025-10-09,Organic,East,0.0,234
2025-10-09,Paid,East,691.62,6817
2025-10-09,Email,East,138.44,1465
2025-10-09,Referral,East,88.71,809
2025-10-09,Organic,West,0.0,438
2025-10-09,Paid,West,710.89,8498
2025-10-09,Email,West,154.61,1447
2025-10-09,Referral,West,106.94,892
2025-10-10,Organic,North,0.0,203
2025-10-10,Paid,North,850.04,9667
2025-10-10,Email,North,153.28,1409
2025-10-10,Referral,North,107.67,905
2025-10-10,Organic,South,0.0,250
2025-10-10,Paid,South,830.26,7771
2025-10-10,Email,South,164.18,1568
2025-10-10,Referral,South,106.22,1099
2025-10-10,Organic,East,0.0,280
2025-10-10,Paid,East,714.87,8154
2025-10-10,Email,East,131.54,1228
2025-10-10,Referral,East,86.8,800
2025-10-10,Organic,West,0.0,405
2025-10-10,Paid,West,898.58,8211
2025-10-10,Email,West,148.95,1756
2025-10-10,Referral,West,112.63,1225
2025-10-11,Organic,North,0.0,226
2025-10-11,Paid,North,698.7,6551
2025-10-11,Email,North,132.88,1409
2025-10-11,Referral,North,110.78,1234
2025-10-11,Organic,South,0.0,385
2025-10-11,Paid,South,792.34,8346
2025-10-11,Email,South,146.25,1626
2025-10-11,Referral,South,107.22,1000
2025-10-11,Organic,East,0.0,278
2025-10-11,Paid,East,901.1,10432
2025-10-11,Email,East,151.47,1625
2025-10-11,Referral,East,89.27,907
2025-10-11,Organic,West,0.0,435
2025-10-11,Paid,West,684.06,7378
2025-10-11,Email,West,155.44,1663
2025-10-11,Referral,West,95.84,1118
2025-10-12,Organic,North,0.0,323
2025-10-12,Paid,North,898.91,7258
2025-10-12,Email,North,148.77,1582
2025-10-12,Referral,North,107.11,1256
2025-10-12,Organic,South,0.0,294
2025-10-12,Paid,South,775.55,8731
2025-10-12,Email,South,151.96,1518
2025-10-12,Referral,South,86.33,944
2025-10-12,Organic,East,0.0,431
2025-10-12,Paid,East,766.19,6164
2025-10-12,Email,East,152.31,1678
2025-10-12,Referral,East,102.67,1014
2025-10-12,Organic,West,0.0,361
2025-10-12,Paid,West,906.77,7276
2025-10-12,Email,West,129.24,1498
2025-10-12,Referral,West,104.01,1023
2025-10-13,Organic,North,0.0,349
2025-10-13,Paid,North,852.83,9262
2025-10-13,Email,North,163.18,1775
2025-10-13,Referral,North,114.56,1169
2025-10-13,Organic,South,0.0,349
2025-10-13,Paid,South,700.34,5731
2025-10-13,Email,South,151.26,1374
2025-10-13,Referral,South,105.57,1044
2025-10-13,Organic,East,0.0,454
2025-10-13,Paid,East,898.69,7689
2025-10-13,Email,East,141.86,1575
2025-10-13,Referral,East,98.84,1046
2025-10-13,Organic,West,0.0,315
2025-10-13,Paid,West,740.06,6370
2025-10-13,Email,West,170.64,1709
2025-10-13,Referral,West,90.78,911
2025-10-14,Organic,North,0.0,418
2025-10-14,Paid,North,865.82,9137
2025-10-14,Email,North,152.38,1262
2025-10-14,Referral,North,95.68,884
2025-10-14,Organic,South,0.0,385
2025-10-14,Paid,South,891.21,9104
2025-10-14,Email,South,159.56,1337
2025-10-14,Referral,South,95.62,1120
2025-10-14,Organic,East,0.0,345
2025-10-14,Paid,East,707.41,6687
2025-10-14,Email,East,148.41,1577
2025-10-14,Referral,East,103.39,1207
2025-10-14,Organic,West,0.0,306
2025-10-14,Paid,West,691.17,7029
2025-10-14,Email,West,145.19,1560
2025-10-14,Referral,West,98.96,912
2025-10-15,Organic,North,0.0,218
2025-10-15,Paid,North,854.41,9850
2025-10-15,Email,North,161.89,1657
2025-10-15,Referral,North,102.12,927
2025-10-15,Organic,South,0.0,262
2025-10-15,Paid,South,776.75,6430
2025-10-15,Email,South,141.16,1158
2025-10-15,Referral,South,92.45,963
2025-10-15,Organic,East,0.0,380
2025-10-15,Paid,East,852.6,8319
2025-10-15,Email,East,163.85,1900
2025-10-15,Referral,East,107.22,1053
2025-10-15,Organic,West,0.0,352
2025-10-15,Paid,West,694.55,7376
2025-10-15,Email,West,144.68,1714
2025-10-15,Referral,West,100.09,865
2025-10-16,Organic,North,0.0,318
