customer_id,signup_date,region,segment
C0369,2026-08-04,East,Returning
C0370,2025-02-05,South,New
C0371,2026-04-21,South,VIP
C0372,2025-12-14,West,New
C0373,2024-12-26,West,Returning
C0374,2026-04-19,West,New
C0375,2025-02-11,West,New
C0376,2025-02-10,South,Returning
C0377,2024-05-26,East,New
C0378,2025-02-28,North,New
C0379,2026-07-30,North,New
C0380,2026-07-04,North,Returning
C0381,2024-05-06,South,Returning
C0382,2025-11-12,South,New
C0383,2024-06-11,South,Returning
C0384,2025-12-24,South,Returning
C0385,2024-12-12,West,Returning
C0386,2024-04-24,West,VIP
C0387,2024-11-01,South,Returning
C0388,2025-02-25,South,New
C0389,2026-07-30,South,Returning
C0390,2026-01-18,West,New
C0391,2024-12-02,East,Returning
C0392,2026-03-21,North,VIP
C0393,2024-04-03,East,New
C0394,2024-02-23,West,New
C0395,2025-10-15,North,Returning
C0396,2023-10-23,West,New
C0397,2024-11-01,West,Returning
C0398,2026-04-10,North,Returning
C0399,2026-06-09,South,Returning
C0400,2024-12-18,East,Returning
C0401,2025-07-10,West,New
C0402,2026-06-03,West,Returning
C0403,2025-08-29,West,VIP
C0404,2023-11-18,West,New
C0405,2024-04-25,South,VIP
C0406,2025-02-27,West,Returning
C0407,2024-11-12,West,Returning
C0408,2025-11-28,South,Returning
C0409,2023-12-03,South,Returning
C0410,2024-04-21,South,Returning
C0411,2025-11-15,North,New
C0412,2026-02-28,West,Returning
C0413,2025-01-26,East,Returning
C0414,2025-03-09,North,New
C0415,2025-03-04,South,Returning
C0416,2025-03-27,West,Returning
C0417,2025-02-28,South,Returning
C0418,2026-01-05,North,New
C0419,2026-08-22,East,Returning
C0420,2024-08-01,South,Returning
C0421,2025-08-22,North,Returning
C0422,2026-05-30,East,New
C0423,2025-08-27,South,Returning
C0424,2025-12-02,East,New
C0425,2024-05-08,East,New
C0426,2025-05-05,West,New
C0427,2025-11-03,South,New
C0428,2024-03-26,West,New
C0429,2025-01-07,East,VIP
C0430,2025-02-06,West,New
C0431,2026-01-24,East,Returning
C0432,2024-07-03,East,Returning
C0433,2025-06-06,South,New
C0434,2024-10-26,North,Returning
C0435,2024-02-11,North,New
C0436,2026-03-11,South,New
C0437,2025-03-10,North,VIP
C0438,2026-08-06,South,New
C0439,2025-06-05,East,New
C0440,2025-06-13,North,VIP
C0441,2025-08-16,West,Returning
C0442,2026-06-11,North,Returning
C0443,2024-12-05,North,New
C0444,2026-08-21,North,New
C0445,2025-09-13,East,New
C0446,2024-06-14,North,VIP
C0447,2024-12-13,South,Returning
C0448,2024-03-18,North,Returning
C0449,2025-03-23,East,Returning
C0450,2025-09-06,East,New
C0451,2026-08-15,South,Returning
C0452,2025-11-12,West,Returning
C0453,2026-06-01,East,Returning
C0454,2024-04-13,North,VIP
C0455,2024-08-01,North,New
C0456,2024-10-16,East,Returning
C0457,2026-07-16,West,Returning
C0458,2025-08-10,North,New
C0459,2024-05-05,West,VIP
C0460,2026-03-08,North,VIP
C0461,2026-08-12,South,Returning
C0462,2024-09-25,East,New
C0463,2025-10-26,South,New
C0464,2024-05-07,East,Returning
C0465,2025-06-21,West,VIP
C0466,2026-08-22,South,New
C0467,2026-04-08,West,Returning
C0468,2024-01-08,North,New
C0469,2024-11-12,West,Returning
C0470,2025-11-07,North,Returning
C0471,2024-01-05,East,Returning
C0472,2026-06-06,West,VIP
C0473,2024-05-24,North,New
C0474,2024-08-16,South,Returning
C0475,2026-05-05,East,Returning
C0476,2026-04-15,East,New
C0477,2024-11-27,West,New
C0478,2024-12-18,East,New
C0479,2024-08-06,South,VIP
C0480,2024-11-11,East,New
C0481,2024-11-04,South,Returning
C0482,2024-08-28,North,New
C0483,2025-11-06,North,Returning
C0484,2025-11-09,South,Returning
C0485,2026-08-28,South,Returning
C0486,2026-06-10,North,VIP
C0487,2024-05-26,West,Returning
C0488,2025-11-06,South,VIP
C0489,2025-11-20,South,Returning
C0490,2025-05-30,South,Returning
C0491,2025-07-27,South,Returning
C0492,2024-04-22,West,New
C0493,2024-06-23,West,Returning
C0494,2025-02-23,South,Returning
C0495,2026-02-27,North,New
C0496,2024-12-06,East,New
C0497,2025-05-28,East,VIP
C0498,2024-12-23,West,VIP
C0499,2025-08-07,West,New
C0500,2024-03-03,West,New
C0501,2025-07-23,West,VIP
C0502,2023-11-11,East,Returning
C0503,2025-06-25,North,Returning
C0504,2026-07-11,South,New
C0505,2024-09-12,North,Returning
C0506,2026-05-17,West,New
C0507,2026-06-10,North,New
C0508,2025-11-24,North,New
C0509,2026-04-02,East,Returning
C0510,2024-01-05,South,New
C0511,2026-07-20,East,New
C0512,2025-12-29,South,Returning
C0513,2025-10-07,West,New
C0514,2024-12-18,East,Returning
C0515,2025-07-10,West,Returning
C0516,2025-12-13,East,VIP
C0517,2025-06-29,East,New
C0518,2026-03-21,North,VIP
C0519,2024-07-02,North,Returning
C0520,2024-12-01,West,New
C0521,2025-09-12,North,New
C0522,2026-05-29,North,Returning
C0523,2025-04-27,East,Returning
C0524,2025-05-14,North,Returning
C0525,2025-04-02,West,Returning
C0526,2025-01-23,North,Returning
C0527,2023-11-26,East,Returning
C0528,2026-05-10,West,Returning
C0529,2026-02-07,East,New
C0530,2025-10-19,East,Returning
C0531,2025-04-11,East,New
C0532,2026-02-04,West,Returning
C0533,2025-12-23,South,Returning
C0534,2026-04-27,West,New
C0535,2026-02-23,East,Returning
C0536,2026-08-24,East,VIP
C0537,2025-08-12,South,Returning
C0538,2026-06-22,South,VIP
C0539,2026-03-15,South,Returning
C0540,2026-05-11,South,VIP
C0541,2026-05-28,West,New
C0542,2023-12-14,West,Returning
C0543,2024-11-30,North,Returning
C0544,2024-07-31,North,Returning
C0545,2025-12-20,North,Returning
C0546,2025-08-16,South,Returning
C0547,2024-03-12,West,VIP
C0548,2026-06-07,South,Returning
C0549,2024-12-19,North,Returning
C0550,2023-11-16,West,New
C0551,2024-12-22,West,Returning
C0552,2024-07-23,South,Returning
C0553,2026-01-29,South,VIP
C0554,2026-08-03,North,New
C0555,2024-09-27,West,Returning
C0556,2024-04-16,North,Returning
C0557,2023-09-24,South,Returning
C0558,2025-11-07,East,VIP
C0559,2025-06-16,North,Returning
C0560,2024-05-19,West,Returning
C0561,2023-10-15,West,New
C0562,2024-07-17,West,Returning
C0563,2025-04-19,West,Returning
C0564,2023-12-09,West,New
C0565,2023-12-15,East,New
C0566,2024-07-19,South,Returning
C0567,2025-08-13,East,Returning
C0568,2024-04-14,West,New
C0569,2025-02-11,North,Returning
C0570,2026-04-15,West,Returning
C0571,2024-11-03,East,Returning
C0572,2023-10-29,East,New
C0573,2025-11-19,North,Returning
C0574,2024-11-26,West,Returning
C0575,2025-04-18,North,Returning
C0576,2024-12-09,South,Returning
C0577,2024-11-02,East,VIP
C0578,2025-03-22,South,Returning
C0579,2024-07-10,East,VIP
C0580,2024-03-02,East,Returning
C0581,2025-09-23,West,Returning
C0582,2023-10-06,West,New
C0583,2023-11-10,North,Returning
C0584,2026-08-11,South,Returning
C0585,2023-12-21,East,Returning
C0586,2026-03-03,North,Returning
C0587,2024-07-28,North,VIP
C0588,2026-01-13,West,Returning
C0589,2024-02-18,North,VIP
C0590,2025-09-10,South,New
C0591,2025-02-19,South,New
C0592,2026-04-03,South,Returning
C0593,2025-06-25,West,Returning
C0594,2024-05-21,North,Returning
C0595,2026-01-15,South,VIP
C0596,2026-07-27,North,Returning
C0597,2024-10-15,West,Returning
C0598,2026-03-01,South,Returning
C0599,2025-03-15,South,VIP
C0600,2023-09-06,North,New
C0601,2025-11-13,North,Returning
C0602,2023-10-08,South,VIP
C0603,2025-02-25,West,VIP
C0604,2024-05-29,South,New
C0605,2024-06-18,South,VIP
C0606,2024-09-10,West,New
C0607,2024-11-10,East,VIP
C0608,2025-07-19,West,Returning
C0609,2025-07-10,West,Returning
C0610,2026-07-13,South,New
C0611,2024-10-08,East,New
C0612,2025-09-15,South,VIP
C0613,2024-04-10,East,Returning
C0614,2026-03-11,West,New
C0615,2024-10-16,West,VIP
C0616,2024-05-28,South,Returning
C0617,2025-12-05,North,VIP
C0618,2024-07-29,North,New
C0619,2025-12-11,West,Returning
C0620,2024-10-04,East,Returning
C0621,2023-10-22,North,New
C0622,2025-03-09,South,New
C0623,2024-03-03,East,Returning
C0624,2026-03-31,East,Returning
C0625,2025-09-28,North,New
C0626,2024-03-22,West,New
C0627,2026-08-16,East,New
C0628,2026-04-25,West,New
C0629,2025-03-30,South,Returning
C0630,2025-10-23,East,VIP
C0631,2024-12-23,East,Returning
C0632,2026-03-28,North,Returning
C0633,2025-12-05,West,New
C0634,2024-12-30,West,New
C0635,2024-11-27,South,Returning
C0636,2025-07-03,East,VIP
C0637,2025-02-18,East,Returning
C0638,2025-08-03,East,Returning
C0639,2025-06-16,South,Returning
C0640,2023-12-14,South,New
C0641,2024-08-07,North,New
C0642,2024-12-29,South,New
C0643,2025-12-14,West,Returning
C0644,2024-01-12,South,Returning
C0645,2024-03-07,West,Returning
C0646,2024-03-24,East,Returning
C0647,2025-10-20,East,VIP
C0648,2025-12-03,North,VIP
C0649,2026-01-31,East,Returning
C0650,2023-12-30,East,VIP
C0651,2025-09-16,South,Returning
C0652,2024-06-03,South,Returning
C0653,2024-06-30,East,New
C0654,2025-10-09,North,Returning
C0655,2023-12-10,West,Returning
C0656,2024-05-17,South,Returning
C0657,2025-06-07,North,Returning
C0658,2026-01-22,East,Returning
C0659,2024-05-03,South,New
C0660,2026-02-08,East,Returning
C0661,2024-01-05,East,Returning
C0662,2024-05-28,North,Returning
C0663,2025-11-03,East,VIP
C0664,2025-08-14,West,New
C0665,2023-11-06,West,New
C0666,2025-06-14,East,Returning
C0667,2024-10-30,South,Returning
C0668,2024-08-23,East,Returning
C0669,2023-09-12,East,Returning
C0670,2026-07-19,South,Returning
C0671,2024-08-29,South,Returning
C0672,2023-09-30,South,Returning
C0673,2025-07-19,North,Returning
C0674,2026-03-09,North,Returning
C0675,2024-06-19,North,Returning
C0676,2026-01-16,West,Returning
C0677,2023-09-02,North,Returning
C0678,2025-08-23,North,VIP
C0679,2024-07-18,North,Returning
C0680,2025-02-26,South,New
C0681,2024-04-14,South,New
C0682,2024-09-23,East,VIP
C0683,2025-02-16,South,Returning
C0684,2025-08-26,North,Returning
C0685,2024-10-10,South,New
C0686,2025-02-11,West,Returning
C0687,2026-08-10,North,New
C0688,2023-12-17,West,VIP
C0689,2024-04-15,East,VIP
C0690,2025-10-13,West,Returning
C0691,2026-06-30,East,New
C0692,2025-08-19,South,Returning
C0693,2023-10-14,West,Returning
C0694,2024-07-08,South,New
C0695,2024-03-16,East,Returning
C0696,2026-06-23,West,New
C0697,2024-06-13,East,Returning
C0698,2024-05-04,South,New
C0699,2024-04-12,South,Returning
C0700,2025-12-26,North,New
C0701,2024-01-24,South,New
C0702,2024-03-06,West,Returning
C0703,2023-12-06,West,Returning
C0704,2023-12-22,East,New
C0705,2026-05-30,West,Returning
C0706,2024-03-14,East,Returning
C0707,2025-06-13,West,New
C0708,2025-08-26,East,Returning
C0709,2025-08-29,South,Returning
C0710,2026-03-03,North,Returning
C0711,2026-01-18,South,Returning
C0712,2025-01-19,West,Returning
C0713,2024-09-21,East,VIP
C0714,2024-11-11,North,Returning
C0715,2025-03-02,North,Returning
C0716,2023-10-10,West,New
C0717,2025-12-31,West,VIP
C0718,2025-10-14,East,Returning
C0719,2025-06-01,South,Returning
C0720,2024-11-17,East,New
C0721,2024-12-17,South,Returning
C0722,2024-07-27,West,Returning
C0723,2024-11-07,North,VIP
C0724,2024-11-04,North,VIP
C0725,2026-02-27,West,Returning
C0726,2025-12-19,South,New
C0727,2024-12-31,North,New
C0728,2025-03-04,South,Returning
C0729,2024-02-03,West,Returning
C0730,2025-07-26,West,Returning
C0731,2025-01-11,North,Returning
C0732,2026-05-28,North,New
C0733,2026-08-14,West,Returning
C0734,2025-10-03,North,New
C0735,2025-11-13,East,Returning
C0736,2025-02-02,North,Returning
C0737,2025-09-22,South,Returning
C0738,2025-09-14,South,Returning
C0739,2023-09-07,South,Returning
C0740,2023-12-25,West,Returning
C0741,2025-01-17,North,Returning
C0742,2024-12-03,North,New
C0743,2025-02-27,North,New
C0744,2024-12-21,West,Returning
C0745,2025-09-16,West,Returning
C0746,2024-05-19,South,Returning
C0747,2025-03-18,South,New
C0748,2024-02-14,South,Returning
C0749,2025-04-09,North,New
C0750,2024-09-17,South,Returning
C0751,2025-04-05,East,Returning
C0752,2026-03-22,North,New
C0753,2024-08-29,South,New
C0754,2026-04-29,West,VIP
C0755,2023-11-18,East,New
C0756,2024-02-29,South,Returning
C0757,2024-01-25,West,Returning
C0758,2024-11-21,South,Returning
C0759,2026-08-07,East,VIP
C0760,2024-07-01,South,New
C0761,2026-04-25,North,New
C0762,2025-07-05,West,Returning
C0763,2025-08-03,West,New
C0764,2025-05-07,South,Returning
C0765,2025-04-17,East,New
C0766,2026-04-07,South,Returning
C0767,2024-07-30,East,Returning
C0768,2023-12-20,North,VIP
C0769,2025-04-28,South,Returning
C0770,2025-08-10,East,New
C0771,2026-07-28,North,New
C0772,2025-09-18,North,New
C0773,2025-02-25,South,Returning
C0774,2024-09-05,South,Returning
C0775,2024-10-06,North,New
C0776,2025-07-20,West,Returning
C0777,2025-02-05,South,New
C0778,2025-07-15,East,New
C0779,2026-06-19,West,Returning
C0780,2025-08-10,South,New
C0781,2024-02-01,West,New
C0782,2026-08-15,East,VIP
C0783,2026-08-21,West,VIP
C0784,2026-01-30,South,Returning
C0785,2023-10-08,South,New
C0786,2025-07-05,South,Returning
C0787,2025-07-30,West,Returning
C0788,2024-06-04,North,New
C0789,2025-07-19,South,Returning
C0790,2025-05-08,West,VIP
C0791,2024-05-24,West,Returning
C0792,2023-10-22,East,New
C0793,2024-02-20,South,New
C0794,2024-12-12,West,New
C0795,2024-05-04,North,Returning
C0796,2025-01-05,South,Returning
C0797,2023-09-15,North,New
C0798,2023-12-07,West,VIP
C0799,2023-11-13,East,Returning
C0800,2025-03-25,North,VIP
