order_id,customer_id,product_id,order_date,quantity,revenue,channel
O000070,C0334,P0012,2025-09-02,3,135.18,Referral
O000071,C0760,P0023,2025-09-02,1,145.99,Email
O000072,C0702,P0018,2025-09-02,3,261.63,Organic
O000073,C0117,P0023,2025-09-02,2,291.98,Organic
O000074,C0526,P0017,2025-09-02,1,123.28,Referral
O000075,C0188,P0040,2025-09-02,3,181.47,Referral
O000076,C0719,P0036,2025-09-02,2,47.46,Paid
O000077,C0663,P0001,2025-09-02,1,40.3,Organic
O000078,C0012,P0007,2025-09-02,2,135.86,Referral
O000079,C0575,P0005,2025-09-02,2,132.64,Organic
O000080,C0525,P0005,2025-09-02,2,132.64,Paid
O000081,C0546,P0009,2025-09-02,3,228.84,Organic
O000082,C0639,P0016,2025-09-02,1,30.3,Organic
O000083,C0594,P0013,2025-09-02,2,89.72,Paid
O000084,C0209,P0016,2025-09-02,2,60.6,Organic
O000085,C0429,P0016,2025-09-02,3,90.9,Organic
O000086,C0373,P0022,2025-09-02,3,123.57,Paid
O000087,C0535,P0026,2025-09-02,2,43.74,Organic
O000088,C0002,P0038,2025-09-02,2,136.74,Referral
O000089,C0513,P0033,2025-09-02,3,105.54,Organic
O000090,C0273,P0036,2025-09-02,3,71.19,Referral
O000091,C0781,P0008,2025-09-02,3,568.17,Organic
O000092,C0713,P0007,2025-09-02,1,67.93,Organic
O000093,C0244,P0004,2025-09-02,3,545.58,Paid
O000094,C0584,P0012,2025-09-02,3,135.18,Paid
O000095,C0118,P0010,2025-09-02,1,19.4,Organic
O000096,C0750,P0015,2025-09-02,1,55.14,Paid
O000097,C0631,P0017,2025-09-02,1,123.28,Referral
O000098,C0567,P0018,2025-09-02,3,261.63,Paid
O000099,C0052,P0029,2025-09-02,2,48.9,Referral
O000100,C0650,P0032,2025-09-02,2,79.24,Organic
O000101,C0366,P0028,2025-09-02,2,44.4,Email
O000102,C0023,P0039,2025-09-02,2,221.02,Email
O000103,C0359,P0034,2025-09-02,3,161.73,Organic
O000104,C0499,P0034,2025-09-02,3,161.73,Paid
O000105,C0398,P0005,2025-09-03,3,198.96,Email
O000106,C0305,P0008,2025-09-03,1,189.39,Organic
O000107,C0129,P0009,2025-09-03,3,228.84,Organic
O000108,C0707,P0017,2025-09-03,1,123.28,Email
O000109,C0562,P0032,2025-09-03,2,79.24,Organic
O000110,C0159,P0038,2025-09-03,2,136.74,Email
O000111,C0687,P0035,2025-09-03,3,181.2,Paid
O000112,C0716,P0036,2025-09-03,3,71.19,Organic
O000113,C0025,P0034,2025-09-03,3,161.73,Email
O000114,C0218,P0008,2025-09-03,3,568.17,Paid
O000115,C0738,P0015,2025-09-03,3,165.42,Email
O000116,C0080,P0018,2025-09-03,1,87.21,Paid
O000117,C0039,P0025,2025-09-03,3,81.03,Organic
O000118,C0420,P0025,2025-09-03,2,54.02,Email
O000119,C0139,P0029,2025-09-03,1,24.45,Referral
O000120,C0239,P0035,2025-09-03,3,181.2,Organic
O000121,C0408,P0035,2025-09-03,2,120.8,Organic
O000122,C0106,P0035,2025-09-03,1,60.4,Organic
O000123,C0069,P0001,2025-09-03,3,120.9,Organic
O000124,C0609,P0008,2025-09-03,2,378.78,Organic
O000125,C0355,P0015,2025-09-03,1,55.14,Paid
O000126,C0586,P0015,2025-09-03,3,165.42,Email
O000127,C0238,P0012,2025-09-03,1,45.06,Referral
O000128,C0545,P0018,2025-09-03,2,174.42,Email
O000129,C0643,P0003,2025-09-03,3,1007.91,Organic
O000130,C0584,P0006,2025-09-03,1,87.54,Organic
O000131,C0500,P0014,2025-09-03,3,163.5,Organic
O000132,C0328,P0012,2025-09-03,3,135.18,Paid
O000133,C0675,P0023,2025-09-03,1,145.99,Organic
O000134,C0750,P0020,2025-09-03,1,145.34,Organic
O000135,C0366,P0026,2025-09-03,1,21.87,Email
O000136,C0791,P0033,2025-09-03,1,35.18,Organic
O000137,C0279,P0005,2025-09-04,3,198.96,Organic
O000138,C0141,P0001,2025-09-04,1,40.3,Paid
O000139,C0190,P0011,2025-09-04,3,136.29,Organic
O000140,C0737,P0011,2025-09-04,2,90.86,Email
O000141,C0189,P0017,2025-09-04,3,369.84,Organic
O000142,C0700,P0022,2025-09-04,2,82.38,Email
O000143,C0562,P0020,2025-09-04,1,145.34,Paid
O000144,C0425,P0022,2025-09-04,1,41.19,Organic
O000145,C0771,P0029,2025-09-04,3,73.35,Organic
O000146,C0737,P0025,2025-09-04,3,81.03,Organic
O000147,C0349,P0031,2025-09-04,1,59.4,Organic
O000148,C0415,P0035,2025-09-04,1,60.4,Organic
O000149,C0792,P0034,2025-09-04,1,53.91,Email
O000150,C0735,P0006,2025-09-04,2,175.08,Organic
O000151,C0727,P0005,2025-09-04,3,198.96,Organic
O000152,C0778,P0008,2025-09-04,3,568.17,Paid
O000153,C0724,P0007,2025-09-04,3,203.79,Paid
O000154,C0265,P0014,2025-09-04,1,54.5,Organic
O000155,C0770,P0010,2025-09-04,3,58.2,Organic
O000156,C0489,P0025,2025-09-04,1,27.01,Paid
O000157,C0082,P0027,2025-09-04,3,40.17,Organic
O000158,C0585,P0031,2025-09-04,1,59.4,Organic
O000159,C0430,P0027,2025-09-04,3,40.17,Organic
O000160,C0144,P0027,2025-09-04,3,40.17,Referral
O000161,C0712,P0025,2025-09-04,2,54.02,Paid
O000162,C0759,P0028,2025-09-04,1,22.2,Email
O000163,C0038,P0025,2025-09-04,3,81.03,Organic
O000164,C0387,P0028,2025-09-04,2,44.4,Organic
O000165,C0022,P0040,2025-09-04,1,60.49,Organic
O000166,C0680,P0033,2025-09-04,3,105.54,Email
O000167,C0728,P0040,2025-09-04,1,60.49,Referral
O000168,C0568,P0001,2025-09-04,3,120.9,Paid
O000169,C0002,P0008,2025-09-04,1,189.39,Organic
O000170,C0058,P0007,2025-09-04,1,67.93,Organic
O000171,C0578,P0011,2025-09-04,2,90.86,Email
O000172,C0435,P0012,2025-09-04,3,135.18,Paid
O000173,C0421,P0011,2025-09-04,1,45.43,Organic
O000174,C0579,P0028,2025-09-04,2,44.4,Organic
O000175,C0575,P0029,2025-09-04,2,48.9,Organic
O000176,C0629,P0032,2025-09-04,1,39.62,Organic
O000177,C0765,P0029,2025-09-04,3,73.35,Organic
O000178,C0513,P0029,2025-09-04,1,24.45,Paid
O000179,C0269,P0040,2025-09-04,3,181.47,Organic
O000180,C0284,P0033,2025-09-04,1,35.18,Paid
O000181,C0675,P0004,2025-09-04,3,545.58,Referral
O000182,C0053,P0013,2025-09-04,2,89.72,Email
O000183,C0266,P0022,2025-09-04,2,82.38,Organic
O000184,C0053,P0019,2025-09-04,3,197.31,Email
O000185,C0478,P0028,2025-09-04,3,66.6,Organic
O000186,C0643,P0025,2025-09-04,3,81.03,Paid
O000187,C0198,P0031,2025-09-04,1,59.4,Paid
O000188,C0089,P0038,2025-09-04,2,136.74,Paid
O000189,C0042,P0037,2025-09-04,3,192.54,Paid
O000190,C0324,P0040,2025-09-04,3,181.47,Organic
O000191,C0053,P0034,2025-09-04,1,53.91,Organic
O000192,C0066,P0037,2025-09-04,2,128.36,Organic
O000193,C0540,P0002,2025-09-05,1,267.06,Organic
O000194,C0330,P0003,2025-09-05,3,1007.91,Paid
O000195,C0716,P0004,2025-09-05,1,181.86,Organic
O000196,C0576,P0011,2025-09-05,2,90.86,Organic
O000197,C0377,P0015,2025-09-05,2,110.28,Organic
O000198,C0703,P0010,2025-09-05,3,58.2,Referral
O000199,C0184,P0010,2025-09-05,2,38.8,Organic
O000200,C0718,P0020,2025-09-05,2,290.68,Organic
O000201,C0549,P0021,2025-09-05,2,223.52,Paid
O000202,C0771,P0025,2025-09-05,2,54.02,Organic
O000203,C0321,P0032,2025-09-05,3,118.86,Organic
O000204,C0323,P0026,2025-09-05,1,21.87,Email
O000205,C0249,P0031,2025-09-05,3,178.2,Email
O000206,C0067,P0027,2025-09-05,1,13.39,Paid
O000207,C0700,P0039,2025-09-05,1,110.51,Email
O000208,C0271,P0040,2025-09-05,2,120.98,Organic
O000209,C0387,P0006,2025-09-05,3,262.62,Paid
O000210,C0475,P0007,2025-09-05,1,67.93,Organic
O000211,C0039,P0003,2025-09-05,2,671.94,Referral
O000212,C0688,P0003,2025-09-05,1,335.97,Paid
O000213,C0171,P0013,2025-09-05,3,134.58,Referral
O000214,C0150,P0013,2025-09-05,2,89.72,Paid
O000215,C0460,P0017,2025-09-05,3,369.84,Organic
O000216,C0326,P0017,2025-09-05,1,123.28,Organic
O000217,C0740,P0019,2025-09-05,3,197.31,Email
O000218,C0039,P0018,2025-09-05,1,87.21,Organic
O000219,C0144,P0030,2025-09-05,3,81.63,Paid
O000220,C0081,P0025,2025-09-05,1,27.01,Organic
O000221,C0441,P0026,2025-09-05,3,65.61,Paid
O000222,C0475,P0038,2025-09-05,3,205.11,Referral
O000223,C0090,P0033,2025-09-05,3,105.54,Organic
O000224,C0426,P0035,2025-09-05,2,120.8,Paid
O000225,C0018,P0036,2025-09-05,3,71.19,Email
O000226,C0373,P0005,2025-09-05,3,198.96,Paid
O000227,C0306,P0015,2025-09-05,3,165.42,Paid
O000228,C0238,P0010,2025-09-05,2,38.8,Organic
O000229,C0437,P0015,2025-09-05,1,55.14,Organic
O000230,C0262,P0017,2025-09-05,2,246.56,Organic
O000231,C0480,P0020,2025-09-05,1,145.34,Paid
O000232,C0745,P0017,2025-09-05,1,123.28,Email
O000233,C0459,P0032,2025-09-05,2,79.24,Paid
O000234,C0611,P0031,2025-09-05,2,118.8,Referral
O000235,C0531,P0036,2025-09-05,3,71.19,Organic
O000236,C0513,P0033,2025-09-05,2,70.36,Email
O000237,C0486,P0040,2025-09-05,1,60.49,Organic
O000238,C0541,P0008,2025-09-05,1,189.39,Organic
O000239,C0455,P0020,2025-09-05,2,290.68,Email
O000240,C0476,P0023,2025-09-05,2,291.98,Organic
O000241,C0440,P0029,2025-09-05,2,48.9,Organic
O000242,C0650,P0026,2025-09-05,3,65.61,Referral
O000243,C0620,P0026,2025-09-05,3,65.61,Paid
O000244,C0052,P0025,2025-09-05,2,54.02,Paid
O000245,C0045,P0001,2025-09-06,1,40.3,Organic
O000246,C0348,P0008,2025-09-06,2,378.78,Email
O000247,C0449,P0007,2025-09-06,1,67.93,Referral
O000248,C0303,P0010,2025-09-06,1,19.4,Email
O000249,C0367,P0015,2025-09-06,3,165.42,Organic
O000250,C0302,P0012,2025-09-06,2,90.12,Email
O000251,C0365,P0009,2025-09-06,2,152.56,Organic
O000252,C0425,P0018,2025-09-06,3,261.63,Organic
O000253,C0263,P0020,2025-09-06,3,436.02,Email
O000254,C0240,P0026,2025-09-06,3,65.61,Organic
O000255,C0453,P0032,2025-09-06,3,118.86,Paid
O000256,C0562,P0038,2025-09-06,2,136.74,Email
O000257,C0144,P0011,2025-09-06,2,90.86,Organic
O000258,C0202,P0012,2025-09-06,3,135.18,Organic
O000259,C0447,P0011,2025-09-06,1,45.43,Paid
O000260,C0762,P0020,2025-09-06,1,145.34,Paid
O000261,C0018,P0022,2025-09-06,2,82.38,Paid
O000262,C0139,P0025,2025-09-06,3,81.03,Paid
O000263,C0039,P0031,2025-09-06,2,118.8,Email
O000264,C0166,P0028,2025-09-06,1,22.2,Referral
O000265,C0693,P0008,2025-09-06,1,189.39,Organic
O000266,C0437,P0016,2025-09-06,3,90.9,Email
O000267,C0535,P0018,2025-09-06,1,87.21,Paid
O000268,C0299,P0023,2025-09-06,3,437.97,Organic
O000269,C0611,P0025,2025-09-06,1,27.01,Organic
O000270,C0429,P0025,2025-09-06,1,27.01,Paid
O000271,C0388,P0027,2025-09-06,3,40.17,Paid
O000272,C0411,P0037,2025-09-06,1,64.18,Organic
O000273,C0247,P0040,2025-09-06,3,181.47,Paid
O000274,C0480,P0040,2025-09-06,2,120.98,Paid
O000275,C0373,P0039,2025-09-06,1,110.51,Email
O000276,C0693,P0039,2025-09-06,1,110.51,Paid
O000277,C0440,P0007,2025-09-06,3,203.79,Organic
O000278,C0479,P0005,2025-09-06,2,132.64,Referral
O000279,C0131,P0007,2025-09-06,1,67.93,Paid
O000280,C0210,P0008,2025-09-06,2,378.78,Email
O000281,C0564,P0003,2025-09-06,2,671.94,Organic
O000282,C0042,P0014,2025-09-06,1,54.5,Email
O000283,C0075,P0016,2025-09-06,2,60.6,Organic
O000284,C0541,P0018,2025-09-06,3,261.63,Organic
O000285,C0473,P0024,2025-09-06,1,95.17,Paid
O000286,C0664,P0029,2025-09-06,2,48.9,Organic
O000287,C0620,P0031,2025-09-06,3,178.2,Organic
O000288,C0496,P0040,2025-09-06,3,181.47,Paid
O000289,C0042,P0035,2025-09-06,2,120.8,Paid
O000290,C0232,P0040,2025-09-06,1,60.49,Referral
O000291,C0571,P0035,2025-09-06,3,181.2,Email
O000292,C0538,P0004,2025-09-07,3,545.58,Paid
O000293,C0143,P0006,2025-09-07,1,87.54,Organic
O000294,C0776,P0006,2025-09-07,2,175.08,Paid
O000295,C0108,P0011,2025-09-07,2,90.86,Paid
O000296,C0576,P0020,2025-09-07,1,145.34,Paid
O000297,C0737,P0017,2025-09-07,1,123.28,Organic
O000298,C0129,P0019,2025-09-07,2,131.54,Organic
O000299,C0233,P0027,2025-09-07,2,26.78,Organic
O000300,C0004,P0034,2025-09-07,1,53.91,Organic
O000301,C0439,P0036,2025-09-07,1,23.73,Organic
O000302,C0640,P0001,2025-09-07,1,40.3,Paid
O000303,C0724,P0002,2025-09-07,3,801.18,Organic
O000304,C0286,P0004,2025-09-07,1,181.86,Organic
O000305,C0405,P0015,2025-09-07,3,165.42,Organic
O000306,C0566,P0014,2025-09-07,1,54.5,Organic
O000307,C0585,P0009,2025-09-07,1,76.28,Organic
O000308,C0688,P0014,2025-09-07,1,54.5,Paid
O000309,C0416,P0011,2025-09-07,2,90.86,Organic
O000310,C0029,P0018,2025-09-07,1,87.21,Paid
O000311,C0314,P0024,2025-09-07,3,285.51,Organic
O000312,C0563,P0024,2025-09-07,1,95.17,Paid
O000313,C0117,P0020,2025-09-07,1,145.34,Email
O000314,C0779,P0024,2025-09-07,1,95.17,Email
O000315,C0410,P0023,2025-09-07,2,291.98,Organic
O000316,C0177,P0023,2025-09-07,2,291.98,Paid
O000317,C0428,P0018,2025-09-07,3,261.63,Organic
O000318,C0162,P0026,2025-09-07,3,65.61,Paid
O000319,C0314,P0026,2025-09-07,2,43.74,Organic
O000320,C0158,P0027,2025-09-07,1,13.39,Organic
O000321,C0286,P0027,2025-09-07,2,26.78,Email
O000322,C0624,P0035,2025-09-07,3,181.2,Organic
O000323,C0414,P0034,2025-09-07,2,107.82,Email
O000324,C0026,P0038,2025-09-07,3,205.11,Paid
O000325,C0591,P0008,2025-09-07,2,378.78,Email
O000326,C0525,P0010,2025-09-07,1,19.4,Email
O000327,C0267,P0012,2025-09-07,3,135.18,Organic
O000328,C0083,P0015,2025-09-07,2,110.28,Email
O000329,C0238,P0020,2025-09-07,2,290.68,Organic
O000330,C0512,P0017,2025-09-07,1,123.28,Email
O000331,C0391,P0020,2025-09-07,2,290.68,Organic
O000332,C0788,P0018,2025-09-07,2,174.42,Paid
O000333,C0368,P0026,2025-09-07,2,43.74,Paid
O000334,C0058,P0028,2025-09-07,3,66.6,Referral
O000335,C0800,P0039,2025-09-07,2,221.02,Organic
O000336,C0663,P0039,2025-09-07,1,110.51,Organic
O000337,C0523,P0037,2025-09-07,3,192.54,Paid
O000338,C0714,P0006,2025-09-07,3,262.62,Organic
O000339,C0567,P0005,2025-09-07,3,198.96,Organic
O000340,C0473,P0008,2025-09-07,1,189.39,Organic
O000341,C0053,P0004,2025-09-07,3,545.58,Organic
O000342,C0479,P0004,2025-09-07,1,181.86,Paid
O000343,C0479,P0015,2025-09-07,1,55.14,Paid
O000344,C0561,P0024,2025-09-07,3,285.51,Email
O000345,C0195,P0021,2025-09-07,2,223.52,Organic
O000346,C0036,P0020,2025-09-07,2,290.68,Organic
O000347,C0075,P0020,2025-09-07,3,436.02,Organic
O000348,C0500,P0018,2025-09-07,3,261.63,Organic
O000349,C0713,P0031,2025-09-07,3,178.2,Paid
O000350,C0222,P0025,2025-09-07,1,27.01,Paid
O000351,C0614,P0026,2025-09-07,3,65.61,Paid
O000352,C0559,P0028,2025-09-07,1,22.2,Paid
O000353,C0042,P0036,2025-09-07,1,23.73,Paid
O000354,C0131,P0035,2025-09-07,3,181.2,Paid
O000355,C0148,P0039,2025-09-07,2,221.02,Paid
O000356,C0233,P0002,2025-09-08,1,267.06,Paid
O000357,C0557,P0002,2025-09-08,1,267.06,Paid
O000358,C0003,P0019,2025-09-08,3,197.31,Referral
O000359,C0233,P0017,2025-09-08,3,369.84,Organic
O000360,C0241,P0029,2025-09-08,3,73.35,Organic
O000361,C0235,P0025,2025-09-08,3,81.03,Organic
O000362,C0718,P0029,2025-09-08,3,73.35,Paid
O000363,C0537,P0028,2025-09-08,1,22.2,Organic
O000364,C0189,P0025,2025-09-08,1,27.01,Email
O000365,C0441,P0004,2025-09-08,1,181.86,Referral
O000366,C0340,P0014,2025-09-08,3,163.5,Referral
O000367,C0105,P0032,2025-09-08,3,118.86,Referral
O000368,C0420,P0031,2025-09-08,3,178.2,Email
O000369,C0103,P0028,2025-09-08,2,44.4,Organic
O000370,C0187,P0028,2025-09-08,2,44.4,Paid
O000371,C0264,P0036,2025-09-08,3,71.19,Organic
O000372,C0702,P0037,2025-09-08,3,192.54,Paid
O000373,C0677,P0006,2025-09-08,2,175.08,Organic
O000374,C0383,P0007,2025-09-08,1,67.93,Organic
O000375,C0078,P0014,2025-09-08,3,163.5,Paid
O000376,C0238,P0018,2025-09-08,1,87.21,Organic
O000377,C0009,P0018,2025-09-08,1,87.21,Organic
O000378,C0261,P0031,2025-09-08,2,118.8,Organic
O000379,C0480,P0026,2025-09-08,3,65.61,Email
O000380,C0327,P0025,2025-09-08,1,27.01,Paid
O000381,C0480,P0039,2025-09-08,3,331.53,Email
O000382,C0366,P0006,2025-09-08,1,87.54,Paid
O000383,C0532,P0005,2025-09-08,2,132.64,Referral
O000384,C0499,P0008,2025-09-08,2,378.78,Email
O000385,C0658,P0004,2025-09-08,3,545.58,Referral
O000386,C0610,P0011,2025-09-08,2,90.86,Organic
O000387,C0720,P0022,2025-09-08,2,82.38,Organic
O000388,C0604,P0037,2025-09-08,1,64.18,Paid
O000389,C0359,P0038,2025-09-08,3,205.11,Paid
O000390,C0596,P0002,2025-09-09,3,801.18,Email
O000391,C0241,P0005,2025-09-09,1,66.32,Organic
O000392,C0241,P0008,2025-09-09,3,568.17,Organic
O000393,C0311,P0005,2025-09-09,3,198.96,Paid
O000394,C0384,P0016,2025-09-09,1,30.3,Paid
O000395,C0067,P0010,2025-09-09,2,38.8,Email
O000396,C0398,P0009,2025-09-09,2,152.56,Organic
O000397,C0790,P0016,2025-09-09,2,60.6,Email
O000398,C0704,P0011,2025-09-09,3,136.29,Paid
O000399,C0799,P0023,2025-09-09,3,437.97,Organic
O000400,C0562,P0031,2025-09-09,2,118.8,Email
O000401,C0382,P0034,2025-09-09,2,107.82,Organic
O000402,C0711,P0035,2025-09-09,2,120.8,Organic
O000403,C0468,P0004,2025-09-09,1,181.86,Organic
O000404,C0038,P0003,2025-09-09,3,1007.91,Referral
O000405,C0219,P0014,2025-09-09,1,54.5,Organic
O000406,C0762,P0017,2025-09-09,2,246.56,Organic
O000407,C0218,P0024,2025-09-09,1,95.17,Organic
O000408,C0778,P0026,2025-09-09,2,43.74,Organic
O000409,C0356,P0029,2025-09-09,2,48.9,Organic
O000410,C0702,P0037,2025-09-09,3,192.54,Organic
O000411,C0278,P0033,2025-09-09,3,105.54,Organic
O000412,C0582,P0005,2025-09-09,2,132.64,Organic
O000413,C0267,P0003,2025-09-09,3,1007.91,Organic
O000414,C0579,P0007,2025-09-09,3,203.79,Paid
O000415,C0512,P0006,2025-09-09,3,262.62,Organic
O000416,C0137,P0002,2025-09-09,1,267.06,Organic
O000417,C0083,P0012,2025-09-09,2,90.12,Organic
O000418,C0373,P0014,2025-09-09,1,54.5,Organic
O000419,C0209,P0009,2025-09-09,2,152.56,Organic
O000420,C0009,P0018,2025-09-09,2,174.42,Paid
O000421,C0270,P0023,2025-09-09,3,437.97,Organic
O000422,C0693,P0028,2025-09-09,3,66.6,Organic
O000423,C0594,P0028,2025-09-09,3,66.6,Organic
O000424,C0677,P0039,2025-09-09,3,331.53,Referral
O000425,C0363,P0036,2025-09-09,2,47.46,Referral
O000426,C0047,P0035,2025-09-09,3,181.2,Email
O000427,C0285,P0005,2025-09-09,2,132.64,Organic
O000428,C0197,P0004,2025-09-09,3,545.58,Organic
O000429,C0232,P0012,2025-09-09,2,90.12,Email
O000430,C0496,P0014,2025-09-09,2,109.0,Organic
O000431,C0675,P0023,2025-09-09,1,145.99,Organic
O000432,C0675,P0017,2025-09-09,1,123.28,Organic
O000433,C0127,P0033,2025-09-09,3,105.54,Organic
O000434,C0638,P0004,2025-09-10,2,363.72,Organic
O000435,C0386,P0006,2025-09-10,1,87.54,Paid
O000436,C0562,P0002,2025-09-10,1,267.06,Paid
O000437,C0465,P0024,2025-09-10,1,95.17,Referral
O000438,C0548,P0022,2025-09-10,3,123.57,Organic
O000439,C0025,P0027,2025-09-10,1,13.39,Email
O000440,C0638,P0032,2025-09-10,1,39.62,Referral
O000441,C0596,P0026,2025-09-10,2,43.74,Email
O000442,C0321,P0037,2025-09-10,1,64.18,Organic
O000443,C0583,P0038,2025-09-10,3,205.11,Organic
O000444,C0087,P0039,2025-09-10,3,331.53,Organic
O000445,C0562,P0037,2025-09-10,2,128.36,Paid
O000446,C0553,P0004,2025-09-10,3,545.58,Organic
O000447,C0059,P0007,2025-09-10,1,67.93,Paid
O000448,C0739,P0002,2025-09-10,2,534.12,Paid
O000449,C0640,P0015,2025-09-10,2,110.28,Email
O000450,C0430,P0016,2025-09-10,3,90.9,Organic
O000451,C0242,P0016,2025-09-10,2,60.6,Paid
O000452,C0762,P0014,2025-09-10,1,54.5,Email
O000453,C0739,P0022,2025-09-10,2,82.38,Organic
O000454,C0064,P0021,2025-09-10,1,111.76,Organic
O000455,C0678,P0021,2025-09-10,1,111.76,Organic
O000456,C0218,P0027,2025-09-10,2,26.78,Email
O000457,C0171,P0034,2025-09-10,1,53.91,Paid
O000458,C0080,P0040,2025-09-10,1,60.49,Organic
O000459,C0742,P0008,2025-09-10,2,378.78,Organic
O000460,C0086,P0003,2025-09-10,2,671.94,Organic
O000461,C0570,P0007,2025-09-10,1,67.93,Email
O000462,C0163,P0002,2025-09-10,3,801.18,Paid
O000463,C0267,P0002,2025-09-10,2,534.12,Organic
O000464,C0635,P0005,2025-09-10,2,132.64,Paid
O000465,C0227,P0010,2025-09-10,3,58.2,Paid
O000466,C0411,P0014,2025-09-10,3,163.5,Paid
O000467,C0086,P0009,2025-09-10,3,228.84,Paid
O000468,C0421,P0014,2025-09-10,2,109.0,Organic
O000469,C0800,P0021,2025-09-10,2,223.52,Organic
O000470,C0135,P0017,2025-09-10,2,246.56,Organic
O000471,C0629,P0019,2025-09-10,1,65.77,Organic
O000472,C0486,P0027,2025-09-10,2,26.78,Organic
O000473,C0611,P0035,2025-09-10,2,120.8,Organic
O000474,C0451,P0036,2025-09-10,3,71.19,Organic
O000475,C0227,P0039,2025-09-10,3,331.53,Paid
O000476,C0440,P0003,2025-09-10,1,335.97,Organic
O000477,C0499,P0008,2025-09-10,1,189.39,Organic
O000478,C0266,P0016,2025-09-10,3,90.9,Paid
O000479,C0720,P0012,2025-09-10,2,90.12,Organic
O000480,C0720,P0010,2025-09-10,2,38.8,Email
O000481,C0722,P0013,2025-09-10,2,89.72,Organic
O000482,C0725,P0014,2025-09-10,1,54.5,Organic
O000483,C0584,P0016,2025-09-10,3,90.9,Organic
