date,channel,region,spend,impressions
2025-09-19,Paid,West,837.33,9292
2025-09-19,Email,West,130.38,1546
2025-09-19,Referral,West,104.79,946
2025-09-20,Organic,North,0.0,463
2025-09-20,Paid,North,819.38,7081
2025-09-20,Email,North,165.87,1806
2025-09-20,Referral,North,93.41,950
2025-09-20,Organic,South,0.0,319
2025-09-20,Paid,South,681.63,6755
2025-09-20,Email,South,138.1,1190
2025-09-20,Referral,South,87.78,780
2025-09-20,Organic,East,0.0,427
2025-09-20,Paid,East,766.1,6554
2025-09-20,Email,East,135.13,1433
2025-09-20,Referral,East,97.1,1018
2025-09-20,Organic,West,0.0,215
2025-09-20,Paid,West,854.83,10130
2025-09-20,Email,West,162.89,1773
2025-09-20,Referral,West,90.96,875
2025-09-21,Organic,North,0.0,246
2025-09-21,Paid,North,862.9,9464
2025-09-21,Email,North,133.04,1460
2025-09-21,Referral,North,102.13,1217
2025-09-21,Organic,South,0.0,496
2025-09-21,Paid,South,699.38,7936
2025-09-21,Email,South,134.72,1374
2025-09-21,Referral,South,100.15,910
2025-09-21,Organic,East,0.0,416
2025-09-21,Paid,East,808.6,8480
2025-09-21,Email,East,158.6,1525
2025-09-21,Referral,East,86.24,778
2025-09-21,Organic,West,0.0,252
2025-09-21,Paid,West,860.8,7745
2025-09-21,Email,West,143.94,1408
2025-09-21,Referral,West,110.06,1252
2025-09-22,Organic,North,0.0,265
2025-09-22,Paid,North,778.0,6984
2025-09-22,Email,North,171.42,1736
2025-09-22,Referral,North,85.02,711
2025-09-22,Organic,South,0.0,456
2025-09-22,Paid,South,775.53,9012
2025-09-22,Email,South,157.35,1594
2025-09-22,Referral,South,109.45,1195
2025-09-22,Organic,East,0.0,374
2025-09-22,Paid,East,700.39,7851
2025-09-22,Email,East,164.91,1908
2025-09-22,Referral,East,88.05,1046
2025-09-22,Organic,West,0.0,331
2025-09-22,Paid,West,732.28,7940
2025-09-22,Email,West,162.35,1299
2025-09-22,Referral,West,94.75,935
2025-09-23,Organic,North,0.0,454
2025-09-23,Paid,North,684.78,7537
2025-09-23,Email,North,169.41,1993
2025-09-23,Referral,North,91.75,960
2025-09-23,Organic,South,0.0,343
2025-09-23,Paid,South,827.88,8432
2025-09-23,Email,South,168.21,1838
2025-09-23,Referral,South,101.38,1215
2025-09-23,Organic,East,0.0,481
2025-09-23,Paid,East,715.93,7548
2025-09-23,Email,East,169.61,1930
2025-09-23,Referral,East,111.82,1170
2025-09-23,Organic,West,0.0,223
2025-09-23,Paid,West,684.08,6298
2025-09-23,Email,West,155.23,1816
2025-09-23,Referral,West,96.83,1017
2025-09-24,Organic,North,0.0,360
2025-09-24,Paid,North,736.64,6817
2025-09-24,Email,North,144.29,1595
2025-09-24,Referral,North,105.06,1039
2025-09-24,Organic,South,0.0,497
2025-09-24,Paid,South,751.63,8217
2025-09-24,Email,South,132.48,1299
2025-09-24,Referral,South,108.35,1073
2025-09-24,Organic,East,0.0,375
2025-09-24,Paid,East,794.67,7074
2025-09-24,Email,East,166.7,1776
2025-09-24,Referral,East,107.3,1265
2025-09-24,Organic,West,0.0,407
2025-09-24,Paid,West,695.59,7315
2025-09-24,Email,West,150.23,1334
2025-09-24,Referral,West,102.8,1099
2025-09-25,Organic,North,0.0,367
2025-09-25,Paid,North,716.77,7554
2025-09-25,Email,North,128.62,1110
2025-09-25,Referral,North,108.95,1085
2025-09-25,Organic,South,0.0,377
2025-09-25,Paid,South,761.41,7815
2025-09-25,Email,South,129.2,1045
2025-09-25,Referral,South,112.12,1025
2025-09-25,Organic,East,0.0,441
2025-09-25,Paid,East,803.91,6673
2025-09-25,Email,East,130.32,1074
2025-09-25,Referral,East,100.07,934
2025-09-25,Organic,West,0.0,493
2025-09-25,Paid,West,705.8,6766
2025-09-25,Email,West,128.13,1339
2025-09-25,Referral,West,87.83,941
2025-09-26,Organic,North,0.0,415
2025-09-26,Paid,North,916.65,8144
2025-09-26,Email,North,157.04,1448
2025-09-26,Referral,North,94.13,1075
2025-09-26,Organic,South,0.0,467
2025-09-26,Paid,South,744.56,7738
2025-09-26,Email,South,160.81,1504
2025-09-26,Referral,South,89.62,1009
2025-09-26,Organic,East,0.0,356
2025-09-26,Paid,East,746.67,6055
2025-09-26,Email,East,166.1,1624
2025-09-26,Referral,East,101.64,867
2025-09-26,Organic,West,0.0,224
2025-09-26,Paid,West,765.44,6825
2025-09-26,Email,West,129.04,1123
2025-09-26,Referral,West,104.61,941
2025-09-27,Organic,North,0.0,489
2025-09-27,Paid,North,896.21,8409
2025-09-27,Email,North,163.11,1422
2025-09-27,Referral,North,98.96,961
2025-09-27,Organic,South,0.0,461
2025-09-27,Paid,South,777.22,6723
2025-09-27,Email,South,158.94,1678
2025-09-27,Referral,South,94.66,1038
2025-09-27,Organic,East,0.0,392
2025-09-27,Paid,East,717.1,6316
2025-09-27,Email,East,157.3,1636
2025-09-27,Referral,East,86.05,776
2025-09-27,Organic,West,0.0,227
2025-09-27,Paid,West,913.77,9076
2025-09-27,Email,West,150.31,1290
2025-09-27,Referral,West,99.06,1174
2025-09-28,Organic,North,0.0,459
2025-09-28,Paid,North,795.6,9167
2025-09-28,Email,North,146.48,1530
2025-09-28,Referral,North,96.47,1034
2025-09-28,Organic,South,0.0,410
2025-09-28,Paid,South,704.92,8173
2025-09-28,Email,South,138.78,1533
2025-09-28,Referral,South,113.26,1038
2025-09-28,Organic,East,0.0,492
2025-09-28,Paid,East,865.83,9466
2025-09-28,Email,East,132.27,1303
2025-09-28,Referral,East,99.2,1148
2025-09-28,Organic,West,0.0,347
2025-09-28,Paid,West,772.57,7492
2025-09-28,Email,West,170.87,1786
2025-09-28,Referral,West,99.94,1104
2025-09-29,Organic,North,0.0,284
2025-09-29,Paid,North,885.3,9289
2025-09-29,Email,North,139.39,1169
2025-09-29,Referral,North,100.07,1105
2025-09-29,Organic,South,0.0,298
2025-09-29,Paid,South,911.14,9241
2025-09-29,Email,South,165.78,1408
2025-09-29,Referral,South,101.36,1207
2025-09-29,Organic,East,0.0,330
2025-09-29,Paid,East,866.77,9378
2025-09-29,Email,East,142.84,1617
2025-09-29,Referral,East,98.28,937
2025-09-29,Organic,West,0.0,399
2025-09-29,Paid,West,731.31,8504
2025-09-29,Email,West,130.5,1512
2025-09-29,Referral,West,101.24,1080
2025-09-30,Organic,North,0.0,487
2025-09-30,Paid,North,910.62,10390
2025-09-30,Email,North,161.87,1663
2025-09-30,Referral,North,91.77,895
2025-09-30,Organic,South,0.0,373
2025-09-30,Paid,South,738.42,7687
2025-09-30,Email,South,152.83,1661
2025-09-30,Referral,South,103.93,1190
2025-09-30,Organic,East,0.0,325
2025-09-30,Paid,East,818.39,8527
2025-09-30,Email,East,143.15,1524
2025-09-30,Referral,East,94.91,1054
2025-09-30,Organic,West,0.0,472
2025-09-30,Paid,West,740.6,7658
2025-09-30,Email,West,166.25,1718
2025-09-30,Referral,West,97.62,1051
2025-10-01,Organic,North,0.0,320
2025-10-01,Paid,North,794.81,9514
2025-10-01,Email,North,144.58,1681
2025-10-01,Referral,North,107.26,1038
2025-10-01,Organic,South,0.0,470
2025-10-01,Paid,South,716.15,8460
2025-10-01,Email,South,159.29,1622
2025-10-01,Referral,South,98.43,1153
2025-10-01,Organic,East,0.0,442
2025-10-01,Paid,East,811.88,9142
2025-10-01,Email,East,152.64,1665
2025-10-01,Referral,East,104.11,914
2025-10-01,Organic,West,0.0,265
2025-10-01,Paid,West,853.27,7782
2025-10-01,Email,West,167.7,1698
2025-10-01,Referral,West,89.16,986
2025-10-02,Organic,North,0.0,424
2025-10-02,Paid,North,836.19,9729
2025-10-02,Email,North,161.07,1786
2025-10-02,Referral,North,100.13,1107
2025-10-02,Organic,South,0.0,328
2025-10-02,Paid,South,787.82,8195
2025-10-02,Email,South,161.56,1351
2025-10-02,Referral,South,99.53,801
2025-10-02,Organic,East,0.0,350
2025-10-02,Paid,East,783.93,6465
2025-10-02,Email,East,143.45,1309
2025-10-02,Referral,East,111.79,1090
2025-10-02,Organic,West,0.0,226
2025-10-02,Paid,West,776.05,8201
2025-10-02,Email,West,168.74,1938
2025-10-02,Referral,West,98.18,1034
2025-10-03,Organic,North,0.0,490
2025-10-03,Paid,North,715.76,8254
2025-10-03,Email,North,165.59,1930
2025-10-03,Referral,North,114.01,987
2025-10-03,Organic,South,0.0,368
2025-10-03,Paid,South,719.73,6536
2025-10-03,Email,South,163.25,1880
2025-10-03,Referral,South,98.72,1084
2025-10-03,Organic,East,0.0,261
2025-10-03,Paid,East,788.61,6321
2025-10-03,Email,East,162.54,1473
2025-10-03,Referral,East,86.03,809
2025-10-03,Organic,West,0.0,307
2025-10-03,Paid,West,852.69,8071
2025-10-03,Email,West,141.04,1132
2025-10-03,Referral,West,108.45,899
2025-10-04,Organic,North,0.0,302
2025-10-04,Paid,North,739.12,8736
2025-10-04,Email,North,154.78,1256
2025-10-04,Referral,North,105.27,1213
2025-10-04,Organic,South,0.0,400
2025-10-04,Paid,South,805.66,7498
2025-10-04,Email,South,155.36,1268
2025-10-04,Referral,South,91.75,1071
2025-10-04,Organic,East,0.0,413
2025-10-04,Paid,East,702.72,7506
2025-10-04,Email,East,167.98,1794
2025-10-04,Referral,East,102.72,1025
2025-10-04,Organic,West,0.0,377
2025-10-04,Paid,West,889.06,8236
2025-10-04,Email,West,162.25,1714
2025-10-04,Referral,West,88.92,796
2025-10-05,Organic,North,0.0,465
2025-10-05,Paid,North,757.83,7303
2025-10-05,Email,North,142.47,1456
2025-10-05,Referral,North,86.98,849
2025-10-05,Organic,South,0.0,349
2025-10-05,Paid,South,875.41,7748
2025-10-05,Email,South,144.96,1465
2025-10-05,Referral,South,109.29,1181
2025-10-05,Organic,East,0.0,213
2025-10-05,Paid,East,763.82,6774
2025-10-05,Email,East,133.03,1210
2025-10-05,Referral,East,102.14,1150
2025-10-05,Organic,West,0.0,465
2025-10-05,Paid,West,760.53,6785
2025-10-05,Email,West,153.32,1635
2025-10-05,Referral,West,101.58,1149
2025-10-06,Organic,North,0.0,318
2025-10-06,Paid,North,759.61,7798
2025-10-06,Email,North,157.2,1467
2025-10-06,Referral,North,92.61,1098
2025-10-06,Organic,South,0.0,412
2025-10-06,Paid,South,827.14,7559
2025-10-06,Email,South,168.97,1709
2025-10-06,Referral,South,93.1,879
2025-10-06,Organic,East,0.0,311
2025-10-06,Paid,East,688.19,6631
2025-10-06,Email,East,139.23,1365
2025-10-06,Referral,East,101.82,951
2025-10-06,Organic,West,0.0,209
2025-10-06,Paid,West,902.61,7645
2025-10-06,Email,West,143.28,1563
2025-10-06,Referral,West,111.38,1178
2025-10-07,Organic,North,0.0,272
2025-10-07,Paid,North,839.23,8064
2025-10-07,Email,North,161.02,1542
2025-10-07,Referral,North,87.63,885
2025-10-07,Organic,South,0.0,212
2025-10-07,Paid,South,829.61,7689
2025-10-07,Email,South,167.2,1672
2025-10-07,Referral,South,86.02,907
2025-10-07,Organic,East,0.0,449
2025-10-07,Paid,East,690.77,7584
2025-10-07,Email,East,161.77,1734
2025-10-07,Referral,East,99.7,1055
2025-10-07,Organic,West,0.0,346
2025-10-07,Paid,West,770.31,6315
2025-10-07,Email,West,149.83,1667
2025-10-07,Referral,West,86.53,705
2025-10-08,Organic,North,0.0,250
2025-10-08,Paid,North,750.84,7508
2025-10-08,Email,North,164.79,1337
2025-10-08,Referral,North,108.46,1177
2025-10-08,Organic,South,0.0,349
2025-10-08,Paid,South,726.17,6056
2025-10-08,Email,South,134.62,1256
2025-10-08,Referral,South,100.93,948
2025-10-08,Organic,East,0.0,367
2025-10-08,Paid,East,891.54,7595
2025-10-08,Email,East,167.75,1472
2025-10-08,Referral,East,99.78,1091
2025-10-08,Organic,West,0.0,409
2025-10-08,Paid,West,861.96,9356
2025-10-08,Email,West,128.22,1280
2025-10-08,Referral,West,96.37,1128
2025-10-09,Organic,North,0.0,486
2025-10-09,Paid,North,741.5,8043
2025-10-09,Email,North,138.17,1519
2025-10-09,Referral,North,93.97,1026
2025-10-09,Organic,South,0.0,208
2025-10-09,Paid,South,848.66,8217
2025-10-09,Email,South,160.74,1344
2025-10-09,Referral,South,111.04,1183
2025-10-09,Organic,East,0.0,311
2025-10-09,Paid,East,761.97,6996
2025-10-09,Email,East,153.99,1256
2025-10-09,Referral,East,106.36,1185
2025-10-09,Organic,West,0.0,276
2025-10-09,Paid,West,713.59,8481
2025-10-09,Email,West,156.03,1681
2025-10-09,Referral,West,103.97,935
2025-10-10,Organic,North,0.0,440
2025-10-10,Paid,North,795.54,7202
2025-10-10,Email,North,154.21,1778
2025-10-10,Referral,North,108.29,1174
2025-10-10,Organic,South,0.0,280
2025-10-10,Paid,South,746.96,8458
2025-10-10,Email,South,163.49,1871
2025-10-10,Referral,South,113.46,1073
2025-10-10,Organic,East,0.0,379
2025-10-10,Paid,East,815.44,7513
2025-10-10,Email,East,152.07,1815
2025-10-10,Referral,East,113.07,1139
2025-10-10,Organic,West,0.0,273
2025-10-10,Paid,West,880.42,10061
2025-10-10,Email,West,152.83,1508
2025-10-10,Referral,West,90.46,843
2025-10-11,Organic,North,0.0,204
2025-10-11,Paid,North,785.24,6684
2025-10-11,Email,North,150.78,1355
2025-10-11,Referral,North,111.6,947
2025-10-11,Organic,South,0.0,331
2025-10-11,Paid,South,713.32,7332
2025-10-11,Email,South,141.69,1192
2025-10-11,Referral,South,103.01,1045
2025-10-11,Organic,East,0.0,263
2025-10-11,Paid,East,912.03,10172
2025-10-11,Email,East,155.28,1828
2025-10-11,Referral,East,107.41,1066
2025-10-11,Organic,West,0.0,488
2025-10-11,Paid,West,834.08,7127
2025-10-11,Email,West,131.94,1104
2025-10-11,Referral,West,95.66,768
2025-10-12,Organic,North,0.0,367
2025-10-12,Paid,North,784.74,7420
2025-10-12,Email,North,146.83,1423
2025-10-12,Referral,North,114.65,1109
2025-10-12,Organic,South,0.0,476
2025-10-12,Paid,South,884.89,8593
2025-10-12,Email,South,129.4,1474
2025-10-12,Referral,South,91.37,752
2025-10-12,Organic,East,0.0,461
2025-10-12,Paid,East,838.0,7300
2025-10-12,Email,East,140.5,1543
2025-10-12,Referral,East,88.7,966
2025-10-12,Organic,West,0.0,337
2025-10-12,Paid,West,880.92,9313
2025-10-12,Email,West,171.69,1962
2025-10-12,Referral,West,95.31,946
2025-10-13,Organic,North,0.0,481
2025-10-13,Paid,North,716.51,6927
2025-10-13,Email,North,153.43,1443
2025-10-13,Referral,North,87.82,775
2025-10-13,Organic,South,0.0,329
2025-10-13,Paid,South,889.33,9149
2025-10-13,Email,South,140.93,1222
2025-10-13,Referral,South,103.55,903
2025-10-13,Organic,East,0.0,221
2025-10-13,Paid,East,687.93,7423
2025-10-13,Email,East,167.39,1694
2025-10-13,Referral,East,93.37,823
2025-10-13,Organic,West,0.0,282
2025-10-13,Paid,West,753.24,7845
2025-10-13,Email,West,169.06,1504
2025-10-13,Referral,West,95.78,994
2025-10-14,Organic,North,0.0,332
2025-10-14,Paid,North,707.99,6107
2025-10-14,Email,North,153.53,1602
2025-10-14,Referral,North,102.66,1155
2025-10-14,Organic,South,0.0,257
2025-10-14,Paid,South,788.22,7773
2025-10-14,Email,South,137.18,1486
2025-10-14,Referral,South,94.37,988
2025-10-14,Organic,East,0.0,326
2025-10-14,Paid,East,737.61,6511
2025-10-14,Email,East,149.64,1341
2025-10-14,Referral,East,105.22,1101
2025-10-14,Organic,West,0.0,436
2025-10-14,Paid,West,711.97,8208
2025-10-14,Email,West,151.04,1601
2025-10-14,Referral,West,114.37,1152
2025-10-15,Organic,North,0.0,463
2025-10-15,Paid,North,757.96,8580
2025-10-15,Email,North,169.6,1483
2025-10-15,Referral,North,99.95,1157
2025-10-15,Organic,South,0.0,306
2025-10-15,Paid,South,847.05,7120
2025-10-15,Email,South,141.04,1500
2025-10-15,Referral,South,98.26,1044
2025-10-15,Organic,East,0.0,365
2025-10-15,Paid,East,903.05,7658
2025-10-15,Email,East,155.56,1528
2025-10-15,Referral,East,112.8,1288
2025-10-15,Organic,West,0.0,294
2025-10-15,Paid,West,880.14,9066
2025-10-15,Email,West,140.58,1176
2025-10-15,Referral,West,90.0,946
