customer_id,signup_date,region,segment
C0247,2025-06-05,East,Returning
C0248,2024-05-28,West,Returning
C0249,2024-04-04,South,Returning
C0250,2025-03-30,South,Returning
C0251,2026-02-02,East,VIP
C0252,2024-01-20,West,Returning
C0253,2025-11-12,East,Returning
C0254,2024-05-28,South,Returning
C0255,2024-10-26,South,New
C0256,2023-11-02,North,Returning
C0257,2026-02-17,North,New
C0258,2025-05-12,South,New
C0259,2025-11-09,South,Returning
C0260,2026-05-16,North,Returning
C0261,2025-10-13,West,Returning
C0262,2025-10-16,North,Returning
C0263,2025-09-02,North,Returning
C0264,2025-03-03,West,VIP
C0265,2025-01-05,West,Returning
C0266,2025-12-23,East,Returning
C0267,2025-12-03,South,Returning
C0268,2024-08-31,North,New
C0269,2025-12-07,East,New
C0270,2025-10-19,North,Returning
C0271,2026-06-04,West,Returning
C0272,2024-04-08,West,VIP
C0273,2025-08-14,North,Returning
C0274,2026-03-12,South,New
C0275,2026-03-03,West,Returning
C0276,2025-02-07,South,New
C0277,2024-08-02,North,VIP
C0278,2026-06-27,North,New
C0279,2024-03-30,South,Returning
C0280,2026-08-26,East,Returning
C0281,2023-09-17,North,New
C0282,2026-03-09,West,Returning
C0283,2025-05-02,East,Returning
C0284,2026-01-18,West,New
C0285,2025-11-03,South,Returning
C0286,2026-04-23,South,Returning
C0287,2024-08-29,South,Returning
C0288,2025-09-24,West,Returning
C0289,2024-12-16,West,Returning
C0290,2024-01-11,West,Returning
C0291,2025-05-31,South,Returning
C0292,2025-03-20,North,Returning
C0293,2026-08-29,West,Returning
C0294,2024-11-03,North,Returning
C0295,2024-08-13,North,New
C0296,2025-06-28,West,Returning
C0297,2024-12-04,South,Returning
C0298,2025-05-13,North,New
C0299,2024-03-06,East,Returning
C0300,2025-10-21,West,Returning
C0301,2026-04-20,South,Returning
C0302,2025-08-14,West,Returning
C0303,2024-07-09,West,Returning
C0304,2025-01-18,West,New
C0305,2025-03-09,East,Returning
C0306,2025-08-12,East,Returning
C0307,2024-12-01,West,VIP
C0308,2024-02-17,South,Returning
C0309,2026-07-29,East,Returning
C0310,2023-09-07,North,New
C0311,2025-03-10,West,Returning
C0312,2026-04-16,West,Returning
C0313,2024-08-22,West,Returning
C0314,2023-11-21,West,New
C0315,2024-05-01,East,Returning
C0316,2024-06-19,West,Returning
C0317,2024-05-19,North,Returning
C0318,2026-07-10,North,New
C0319,2026-06-17,East,Returning
C0320,2025-08-20,West,VIP
C0321,2025-11-19,East,Returning
C0322,2024-10-23,North,New
C0323,2023-12-22,East,VIP
C0324,2024-12-30,North,Returning
C0325,2024-06-15,East,New
C0326,2025-12-11,South,VIP
C0327,2025-07-01,East,New
C0328,2024-11-29,West,Returning
C0329,2026-01-01,West,New
C0330,2025-10-17,East,Returning
C0331,2024-01-05,South,VIP
C0332,2026-04-06,North,New
C0333,2025-09-09,South,Returning
C0334,2024-12-09,West,VIP
C0335,2025-07-31,South,Returning
C0336,2025-04-08,North,Returning
C0337,2024-03-24,West,Returning
C0338,2025-11-13,East,Returning
C0339,2025-02-25,West,Returning
C0340,2024-09-12,North,Returning
C0341,2023-12-01,North,New
C0342,2025-04-30,North,Returning
C0343,2026-07-21,East,Returning
C0344,2025-01-05,South,VIP
C0345,2026-07-20,West,Returning
C0346,2026-08-09,South,VIP
C0347,2024-10-28,North,Returning
C0348,2026-05-03,West,Returning
C0349,2026-08-13,East,Returning
C0350,2025-07-11,East,New
C0351,2026-03-24,North,Returning
C0352,2024-03-14,North,VIP
C0353,2023-09-03,South,Returning
C0354,2024-06-02,West,Returning
C0355,2025-07-27,South,Returning
C0356,2026-07-07,West,Returning
C0357,2024-06-07,West,VIP
C0358,2024-06-20,West,New
C0359,2024-03-07,East,New
C0360,2024-12-12,East,VIP
C0361,2026-01-01,East,Returning
C0362,2024-02-01,North,VIP
C0363,2025-11-18,North,New
C0364,2023-10-28,North,New
C0365,2026-08-14,South,Returning
C0366,2026-01-13,South,New
C0367,2026-03-22,North,Returning
C0368,2025-12-30,North,Returning
C0369,2025-01-05,North,Returning
C0370,2025-02-19,South,Returning
C0371,2024-02-14,North,New
C0372,2024-11-28,West,New
C0373,2024-01-01,East,Returning
C0374,2023-10-03,South,Returning
C0375,2025-04-26,West,Returning
C0376,2025-04-03,South,Returning
C0377,2025-06-16,North,Returning
C0378,2026-04-03,East,New
C0379,2025-11-23,South,VIP
C0380,2025-02-10,North,Returning
C0381,2026-04-04,East,New
C0382,2025-06-23,North,New
C0383,2023-09-24,West,New
C0384,2026-06-18,North,New
C0385,2024-02-16,North,Returning
C0386,2025-02-03,North,Returning
C0387,2024-05-11,East,Returning
C0388,2025-02-23,North,VIP
C0389,2025-04-07,East,New
C0390,2026-05-09,West,VIP
C0391,2024-07-16,South,VIP
C0392,2025-05-03,South,Returning
C0393,2026-05-23,West,Returning
C0394,2025-11-13,West,Returning
C0395,2025-04-23,West,Returning
C0396,2024-07-22,North,Returning
C0397,2025-07-28,South,New
C0398,2026-04-01,North,Returning
C0399,2024-10-25,North,New
C0400,2025-08-23,East,Returning
C0401,2024-07-27,East,Returning
C0402,2024-01-15,West,Returning
C0403,2024-05-17,North,New
C0404,2025-09-04,East,New
C0405,2026-01-18,East,VIP
C0406,2024-06-17,North,New
C0407,2025-04-29,West,Returning
C0408,2024-10-30,North,VIP
C0409,2023-12-10,West,Returning
C0410,2024-02-29,East,New
C0411,2025-10-30,North,Returning
C0412,2024-01-24,South,Returning
C0413,2026-08-05,West,New
C0414,2023-10-28,East,New
C0415,2026-03-17,West,New
C0416,2025-07-10,East,Returning
C0417,2025-03-29,South,Returning
C0418,2025-04-06,East,Returning
C0419,2024-06-20,West,VIP
C0420,2024-02-12,South,Returning
C0421,2026-06-29,North,Returning
C0422,2024-09-28,East,Returning
C0423,2026-06-25,North,VIP
C0424,2025-08-21,South,Returning
C0425,2025-01-26,North,VIP
C0426,2024-06-18,North,New
C0427,2026-06-04,West,VIP
C0428,2024-05-25,North,Returning
C0429,2026-04-21,East,VIP
C0430,2025-08-08,South,Returning
C0431,2023-12-08,East,Returning
C0432,2025-04-08,West,Returning
C0433,2024-12-31,North,VIP
C0434,2025-10-06,West,Returning
C0435,2025-03-05,North,New
C0436,2024-12-16,East,New
C0437,2024-04-19,West,Returning
C0438,2026-01-29,East,VIP
C0439,2025-07-20,South,Returning
C0440,2024-09-16,East,Returning
C0441,2024-10-26,South,Returning
C0442,2025-05-23,West,Returning
C0443,2023-11-15,North,Returning
C0444,2024-10-02,South,New
C0445,2024-08-30,North,Returning
C0446,2023-10-23,South,VIP
C0447,2025-11-05,North,New
C0448,2025-01-31,West,VIP
C0449,2024-09-12,South,New
C0450,2026-08-04,North,Returning
C0451,2023-11-03,South,New
C0452,2024-01-19,North,Returning
C0453,2023-12-09,West,Returning
C0454,2025-09-07,South,New
C0455,2024-05-15,South,New
C0456,2024-08-09,West,VIP
C0457,2025-12-25,West,VIP
C0458,2025-07-04,West,VIP
C0459,2025-06-06,North,New
C0460,2026-06-27,South,Returning
C0461,2024-12-10,North,Returning
C0462,2025-11-22,East,Returning
C0463,2025-03-24,North,New
C0464,2025-01-11,North,VIP
C0465,2024-10-16,East,Returning
C0466,2025-11-19,South,Returning
C0467,2026-03-03,South,Returning
C0468,2023-10-04,West,New
C0469,2025-06-23,West,New
C0470,2024-05-13,West,New
C0471,2024-10-27,South,Returning
C0472,2025-07-08,North,Returning
C0473,2023-11-08,South,New
C0474,2026-04-20,East,VIP
C0475,2025-05-22,West,Returning
C0476,2025-04-09,East,New
C0477,2024-08-31,North,New
C0478,2023-10-11,West,VIP
C0479,2023-09-05,West,Returning
C0480,2024-07-06,South,Returning
C0481,2024-11-05,East,Returning
C0482,2024-10-01,North,New
C0483,2024-03-19,West,Returning
C0484,2026-03-02,West,New
C0485,2024-10-13,East,New
C0486,2024-02-28,South,New
C0487,2024-10-21,North,VIP
C0488,2023-09-03,South,Returning
C0489,2023-11-19,South,Returning
C0490,2025-04-02,East,New
C0491,2026-03-08,West,Returning
C0492,2026-02-11,East,Returning
C0493,2026-03-08,North,VIP
C0494,2025-09-16,South,New
C0495,2026-06-17,South,Returning
C0496,2025-08-21,East,Returning
C0497,2025-07-30,West,New
C0498,2024-04-19,West,Returning
C0499,2024-07-12,East,New
C0500,2025-04-28,West,New
C0501,2026-04-19,North,Returning
C0502,2026-01-21,North,New
C0503,2026-01-10,East,Returning
C0504,2024-02-16,West,Returning
C0505,2024-11-27,East,Returning
C0506,2024-07-29,East,Returning
C0507,2023-11-20,South,VIP
C0508,2025-03-29,South,New
C0509,2023-12-10,East,Returning
C0510,2025-06-01,North,Returning
C0511,2024-07-14,West,Returning
C0512,2024-07-01,West,Returning
C0513,2025-12-01,East,Returning
C0514,2024-10-01,West,Returning
C0515,2025-11-13,East,Returning
C0516,2026-05-07,East,Returning
C0517,2025-06-07,East,VIP
C0518,2024-08-28,South,Returning
C0519,2024-11-15,South,Returning
C0520,2025-01-22,South,New
C0521,2026-02-22,North,Returning
C0522,2024-01-23,East,Returning
C0523,2024-07-31,North,Returning
C0524,2026-01-29,North,Returning
C0525,2026-06-26,West,New
C0526,2026-05-28,East,New
C0527,2026-04-12,South,New
C0528,2024-07-04,South,Returning
C0529,2026-05-29,West,New
C0530,2026-07-18,East,Returning
C0531,2025-12-21,West,Returning
C0532,2025-11-25,South,Returning
C0533,2023-11-11,South,VIP
C0534,2025-03-23,South,Returning
C0535,2025-04-19,North,Returning
C0536,2025-10-07,West,Returning
C0537,2024-10-02,South,VIP
C0538,2026-03-16,West,Returning
C0539,2026-03-27,East,Returning
C0540,2024-12-29,East,Returning
C0541,2026-02-03,North,VIP
C0542,2026-07-12,West,Returning
C0543,2026-06-22,West,Returning
C0544,2026-08-27,West,Returning
C0545,2023-12-26,South,Returning
C0546,2025-10-06,North,Returning
C0547,2025-07-26,South,New
C0548,2025-01-19,East,Returning
C0549,2024-07-11,North,Returning
C0550,2024-07-16,West,New
C0551,2024-10-06,North,Returning
C0552,2025-01-11,West,Returning
C0553,2024-05-15,North,Returning
C0554,2025-06-24,North,Returning
C0555,2025-01-06,West,New
C0556,2026-07-02,North,Returning
C0557,2024-11-13,East,VIP
C0558,2024-07-14,West,New
C0559,2026-06-24,North,Returning
C0560,2024-05-31,South,VIP
C0561,2024-05-03,East,New
C0562,2025-10-18,West,New
C0563,2024-02-19,South,Returning
C0564,2024-05-25,East,Returning
C0565,2026-01-20,East,VIP
C0566,2023-09-28,West,Returning
C0567,2023-12-26,North,Returning
C0568,2024-01-09,West,Returning
C0569,2024-07-22,South,Returning
C0570,2024-04-18,North,Returning
C0571,2025-12-14,South,Returning
C0572,2025-09-16,West,Returning
C0573,2026-06-22,South,Returning
C0574,2024-05-16,East,Returning
C0575,2024-03-03,South,VIP
C0576,2024-06-20,North,VIP
C0577,2026-05-30,North,New
C0578,2024-08-03,East,New
C0579,2025-03-12,North,New
C0580,2023-12-05,South,Returning
C0581,2023-12-19,North,Returning
C0582,2025-11-26,West,New
C0583,2023-09-30,North,VIP
C0584,2024-06-21,West,Returning
C0585,2025-01-11,West,New
C0586,2024-12-08,South,Returning
C0587,2025-06-05,South,Returning
C0588,2024-04-09,East,Returning
C0589,2025-10-22,South,Returning
C0590,2024-11-25,North,New
C0591,2025-08-11,West,New
C0592,2025-12-11,North,New
C0593,2024-02-26,North,Returning
C0594,2023-11-07,South,VIP
C0595,2026-03-23,North,Returning
C0596,2024-03-16,South,Returning
C0597,2024-03-20,West,VIP
C0598,2026-07-13,West,New
C0599,2025-07-08,North,Returning
C0600,2026-07-03,South,Returning
C0601,2023-09-09,East,Returning
C0602,2024-10-26,West,Returning
C0603,2025-01-21,North,New
C0604,2026-06-16,East,Returning
C0605,2025-07-10,South,Returning
C0606,2024-06-10,West,Returning
C0607,2024-09-17,East,Returning
C0608,2025-12-05,South,Returning
C0609,2024-02-26,South,Returning
C0610,2025-08-01,East,New
C0611,2024-10-02,North,New
C0612,2025-06-17,West,Returning
C0613,2025-12-31,North,VIP
C0614,2023-12-14,South,Returning
C0615,2026-03-09,West,New
C0616,2024-09-08,North,Returning
C0617,2025-01-21,North,Returning
C0618,2023-10-01,North,New
C0619,2024-11-28,North,Returning
C0620,2025-03-25,North,New
C0621,2025-08-14,West,Returning
C0622,2024-09-12,South,New
C0623,2025-03-29,South,New
C0624,2026-06-14,East,New
C0625,2026-01-25,West,VIP
C0626,2025-10-06,North,New
C0627,2023-10-27,North,Returning
C0628,2024-11-20,North,VIP
C0629,2026-07-21,West,Returning
C0630,2025-09-28,East,VIP
C0631,2024-12-29,North,Returning
C0632,2023-11-09,South,VIP
C0633,2023-12-05,East,Returning
C0634,2026-06-09,North,VIP
C0635,2024-08-23,South,Returning
C0636,2024-07-15,West,Returning
C0637,2026-01-29,South,Returning
C0638,2025-01-28,North,Returning
C0639,2024-04-26,North,New
C0640,2026-01-22,West,Returning
C0641,2025-05-25,South,Returning
C0642,2024-12-26,South,Returning
C0643,2024-10-20,West,VIP
C0644,2025-11-09,South,Returning
C0645,2024-06-24,South,Returning
C0646,2024-10-25,South,Returning
C0647,2024-09-19,East,Returning
C0648,2026-07-29,South,Returning
C0649,2025-04-06,North,New
C0650,2025-03-02,East,Returning
C0651,2026-04-03,North,Returning
C0652,2025-12-09,West,New
C0653,2025-03-30,West,VIP
C0654,2024-03-18,East,Returning
C0655,2026-08-22,North,VIP
C0656,2026-03-16,South,VIP
C0657,2026-06-05,East,New
C0658,2025-07-07,North,Returning
C0659,2026-05-28,East,New
C0660,2024-09-03,East,VIP
C0661,2024-05-20,South,Returning
C0662,2025-01-08,North,Returning
C0663,2026-06-22,South,VIP
C0664,2026-08-18,South,Returning
C0665,2023-11-04,South,New
C0666,2024-12-20,West,Returning
C0667,2024-04-24,East,VIP
C0668,2023-11-24,West,VIP
C0669,2026-03-21,North,Returning
C0670,2026-07-20,West,Returning
C0671,2024-01-08,North,Returning
C0672,2025-03-07,South,Returning
C0673,2025-07-31,West,Returning
C0674,2026-05-24,South,Returning
C0675,2024-01-19,South,New
C0676,2026-04-23,West,Returning
C0677,2023-11-16,South,Returning
C0678,2025-11-09,West,New
C0679,2026-06-26,East,Returning
C0680,2024-12-19,East,New
C0681,2025-07-18,East,Returning
C0682,2026-01-13,East,New
C0683,2025-05-29,South,Returning
C0684,2026-06-17,North,New
C0685,2025-05-22,North,Returning
C0686,2024-03-23,North,VIP
C0687,2024-04-06,South,Returning
C0688,2024-11-28,West,New
C0689,2025-05-31,East,VIP
C0690,2026-04-26,East,Returning
C0691,2024-01-26,South,New
C0692,2024-04-12,East,VIP
C0693,2025-02-06,West,New
C0694,2024-04-11,East,Returning
C0695,2025-03-26,West,New
C0696,2024-08-07,West,Returning
C0697,2026-05-26,North,New
C0698,2023-09-07,West,New
C0699,2025-10-31,East,VIP
C0700,2026-04-12,East,Returning
C0701,2026-01-16,South,New
C0702,2024-03-08,West,Returning
C0703,2026-01-14,North,New
C0704,2024-04-05,West,New
C0705,2025-09-08,West,Returning
C0706,2025-04-15,West,VIP
C0707,2025-07-10,West,VIP
C0708,2025-07-18,North,Returning
C0709,2024-07-26,East,Returning
C0710,2026-07-24,West,VIP
C0711,2024-12-24,East,Returning
C0712,2025-01-13,South,Returning
C0713,2024-07-04,South,Returning
C0714,2024-01-04,North,New
C0715,2025-05-15,West,Returning
C0716,2024-03-31,West,Returning
C0717,2023-12-05,North,New
C0718,2026-03-31,North,VIP
C0719,2026-02-13,North,Returning
C0720,2025-08-28,West,VIP
C0721,2023-10-16,North,New
C0722,2024-09-24,North,New
C0723,2024-02-11,North,Returning
C0724,2024-10-04,West,Returning
C0725,2025-08-24,East,New
C0726,2025-03-10,West,Returning
C0727,2025-08-15,West,VIP
C0728,2024-01-19,South,New
C0729,2025-01-30,North,Returning
C0730,2025-07-12,West,Returning
C0731,2024-08-23,West,Returning
C0732,2024-12-07,North,Returning
C0733,2024-03-23,East,Returning
C0734,2024-02-26,South,New
C0735,2025-12-19,East,New
C0736,2025-10-23,West,New
C0737,2026-02-17,North,Returning
C0738,2025-04-05,East,Returning
C0739,2026-06-22,South,VIP
C0740,2023-12-19,South,Returning
C0741,2026-06-06,South,New
C0742,2025-11-12,East,New
C0743,2025-10-28,East,New
C0744,2025-06-17,West,Returning
C0745,2025-02-23,West,Returning
C0746,2025-10-25,North,Returning
C0747,2025-10-28,East,Returning
C0748,2026-05-17,South,Returning
C0749,2024-03-31,West,Returning
C0750,2024-07-28,South,Returning
C0751,2025-12-31,East,VIP
C0752,2025-10-12,South,Returning
C0753,2025-07-21,West,Returning
C0754,2023-10-21,East,Returning
C0755,2025-04-06,North,Returning
C0756,2024-09-18,North,New
C0757,2024-10-15,East,Returning
C0758,2024-05-04,West,New
C0759,2025-05-10,North,VIP
C0760,2026-01-26,North,New
C0761,2024-11-07,South,Returning
C0762,2024-03-26,West,Returning
C0763,2024-03-05,East,New
C0764,2025-12-01,South,Returning
C0765,2026-01-26,North,New
C0766,2024-05-30,South,New
C0767,2025-10-14,East,Returning
C0768,2024-02-12,North,Returning
C0769,2024-05-21,West,Returning
C0770,2023-12-30,West,Returning
C0771,2024-12-25,West,New
C0772,2024-09-07,South,New
C0773,2024-05-12,South,Returning
C0774,2025-10-27,North,Returning
C0775,2024-03-11,South,New
C0776,2024-10-05,North,Returning
C0777,2025-10-07,South,Returning
C0778,2026-05-14,North,Returning
C0779,2023-11-05,West,Returning
C0780,2025-07-20,East,VIP
C0781,2025-07-15,West,Returning
C0782,2024-12-27,West,VIP
C0783,2025-03-06,West,Returning
C0784,2025-12-11,North,New
C0785,2025-05-29,South,Returning
C0786,2025-02-21,South,Returning
C0787,2025-12-15,East,Returning
C0788,2026-08-19,North,New
C0789,2024-04-04,West,Returning
C0790,2025-12-22,West,VIP
C0791,2024-01-09,West,Returning
C0792,2024-01-20,South,New
C0793,2026-02-17,East,VIP
C0794,2024-12-17,South,Returning
C0795,2025-07-05,South,New
C0796,2024-05-03,North,New
C0797,2025-07-21,West,Returning
C0798,2023-11-05,West,Returning
C0799,2025-09-05,North,New
C0800,2024-05-05,West,New
